timestamp,node_id,session_id,f_cnt,collisions_detected
2026-06-10T02:32:55.400733048+00:00,2,1,3,1
2026-06-10T02:32:55.847725128+00:00,3,1,4,1
2026-06-10T02:35:35.134403178+00:00,1,1,13,1
2026-06-10T02:39:41.414550146+00:00,2,1,31,1
2026-06-10T02:40:14.612125502+00:00,4,1,33,1
2026-06-10T02:42:49.138773052+00:00,1,1,44,1
2026-06-10T02:46:56.415337961+00:00,2,1,61,1
2026-06-10T02:47:28.632764745+00:00,4,1,61,1
2026-06-10T02:47:59.654540803+00:00,4,1,63,1
2026-06-10T02:52:40.875389949+00:00,3,1,83,1
2026-06-10T02:54:11.437084027+00:00,2,1,91,1
2026-06-10T02:54:43.139667975+00:00,1,1,95,1
2026-06-10T02:55:13.683673818+00:00,4,1,91,1
2026-06-10T02:59:56.040105134+00:00,3,1,112,1
2026-06-10T03:01:10.886237178+00:00,3,1,117,1
2026-06-10T03:01:26.423000897+00:00,2,1,121,1
2026-06-10T03:01:57.148208619+00:00,1,1,126,1
2026-06-10T03:02:27.699079476+00:00,4,1,119,1
2026-06-10T03:08:41.444584544+00:00,2,1,151,1
2026-06-10T03:08:55.887093677+00:00,3,1,148,1
2026-06-10T03:09:41.772278599+00:00,4,1,147,1
2026-06-10T03:12:47.945363630+00:00,2,1,168,1
2026-06-10T03:15:56.464726256+00:00,2,1,181,1
2026-06-10T03:16:40.881491614+00:00,3,1,179,1
2026-06-10T03:16:55.769008525+00:00,4,1,175,1
2026-06-10T03:20:17.449282700+00:00,2,1,199,1
2026-06-10T03:23:11.455926878+00:00,2,1,211,1
2026-06-10T03:24:09.800221899+00:00,4,1,203,1
2026-06-10T03:24:25.884186290+00:00,3,1,210,1
2026-06-10T03:27:46.961692910+00:00,2,1,230,1
2026-06-10T03:30:26.445389910+00:00,2,1,241,1
2026-06-10T03:31:24.090313378+00:00,4,1,231,1
2026-06-10T03:32:10.913175214+00:00,3,1,241,1
2026-06-10T03:35:16.463581073+00:00,2,1,261,1
2026-06-10T03:35:33.162159646+00:00,1,1,270,1
2026-06-10T03:37:41.475757579+00:00,2,1,271,1
2026-06-10T03:38:38.059064664+00:00,4,1,259,1
2026-06-10T03:39:55.918994135+00:00,3,1,272,1
2026-06-10T03:40:27.169775186+00:00,1,1,291,1
2026-06-10T03:42:46.089669931+00:00,2,1,292,1
2026-06-10T03:43:01.379795818+00:00,4,1,276,1
2026-06-10T03:44:56.476625327+00:00,2,1,301,1
2026-06-10T03:47:40.923024974+00:00,3,1,303,1
2026-06-10T03:48:10.928036548+00:00,3,1,305,1
2026-06-10T03:50:15.465822940+00:00,2,1,323,1
2026-06-10T03:52:11.482661420+00:00,2,1,331,1
2026-06-10T03:56:27.443549089+00:00,4,1,328,1
2026-06-10T03:57:59.483055876+00:00,2,1,355,2
2026-06-10T03:59:26.489588095+00:00,2,1,361,1
2026-06-10T04:04:12.473898967+00:00,4,1,358,1
2026-06-10T04:05:14.587297528+00:00,2,1,385,1
2026-06-10T04:06:41.479911968+00:00,2,1,391,1
2026-06-10T04:11:57.505444657+00:00,4,1,388,1
2026-06-10T04:13:56.485541724+00:00,2,1,421,1
2026-06-10T04:16:51.193740791+00:00,1,1,447,1
2026-06-10T04:19:42.545901641+00:00,4,1,418,1
2026-06-10T04:20:44.543689711+00:00,4,1,422,1
2026-06-10T04:21:11.496883174+00:00,2,1,451,1
2026-06-10T04:23:37.207496042+00:00,1,1,476,1
2026-06-10T04:26:25.387712589+00:00,1,1,488,1
2026-06-10T04:27:27.562254669+00:00,4,1,448,1
2026-06-10T04:28:14.060647030+00:00,4,1,451,1
2026-06-10T04:28:26.511100390+00:00,2,1,481,1
2026-06-10T04:33:39.360297108+00:00,1,1,519,1
2026-06-10T04:35:12.601830761+00:00,4,1,478,1
2026-06-10T04:35:41.509916623+00:00,2,1,511,1
2026-06-10T04:36:13.203857401+00:00,1,1,530,1
2026-06-10T04:36:14.605227059+00:00,4,1,482,1
2026-06-10T04:40:53.209747208+00:00,1,1,550,1
2026-06-10T04:41:25.964946412+00:00,3,1,518,1
2026-06-10T04:42:56.527491733+00:00,2,1,541,1
2026-06-10T04:43:27.213627916+00:00,1,1,561,1
2026-06-10T04:43:28.640526036+00:00,4,1,510,3
2026-06-10T04:43:55.220781974+00:00,1,1,563,1
2026-06-10T04:48:07.311777125+00:00,1,1,581,1
2026-06-10T04:50:11.532588549+00:00,2,1,571,1
2026-06-10T04:54:25.970048137+00:00,3,1,570,1
2026-06-10T04:55:21.267356681+00:00,1,1,612,1
2026-06-10T04:57:26.528129685+00:00,2,1,601,1
2026-06-10T04:58:12.202771291+00:00,4,1,567,1
2026-06-10T05:02:35.256404890+00:00,1,1,643,1
2026-06-10T05:04:41.537239294+00:00,2,1,631,1
2026-06-10T05:05:10.540544637+00:00,2,1,633,1
2026-06-10T05:05:41.738319437+00:00,4,1,596,1
2026-06-10T05:07:45.943294230+00:00,4,1,604,1
2026-06-10T05:07:50.244021364+00:00,2,1,644,1
2026-06-10T05:11:56.544892826+00:00,2,1,661,1
2026-06-10T05:13:52.739801339+00:00,2,1,669,1
2026-06-10T05:14:25.984913923+00:00,3,1,650,1
2026-06-10T05:14:59.914433868+00:00,4,1,632,1
2026-06-10T05:19:11.547243318+00:00,2,1,691,1
2026-06-10T05:19:40.554657211+00:00,2,1,693,1
2026-06-10T05:19:40.983596082+00:00,3,1,671,1
2026-06-10T05:20:25.978636962+00:00,3,1,674,1
2026-06-10T05:22:13.887304727+00:00,4,1,660,1
2026-06-10T05:24:31.250564887+00:00,1,1,737,1
2026-06-10T05:26:26.559310560+00:00,2,1,721,1
2026-06-10T05:26:55.555638828+00:00,2,1,723,1
2026-06-10T05:26:55.992536010+00:00,3,1,700,1
2026-06-10T05:28:10.995821952+00:00,3,1,705,1
2026-06-10T05:29:27.824524188+00:00,4,1,688,1
2026-06-10T05:33:41.557703814+00:00,2,1,751,1
2026-06-10T05:35:56.005868169+00:00,3,1,736,1
2026-06-10T05:36:41.861423924+00:00,4,1,716,1
2026-06-10T05:38:03.259373313+00:00,1,1,795,1
2026-06-10T05:38:46.062781598+00:00,2,1,772,1
2026-06-10T05:40:56.562798789+00:00,2,1,781,1
2026-06-10T05:43:40.997240190+00:00,3,1,767,1
2026-06-10T05:43:56.015512503+00:00,4,1,744,1
2026-06-10T05:44:49.270327112+00:00,1,1,824,1
2026-06-10T05:46:15.565779647+00:00,2,1,803,2
2026-06-10T05:48:11.564856153+00:00,2,1,811,1
2026-06-10T05:51:09.986736721+00:00,4,1,772,1
2026-06-10T05:51:26.012223869+00:00,3,1,798,1
2026-06-10T05:51:35.252729698+00:00,1,1,853,1
2026-06-10T05:53:45.075600382+00:00,2,1,834,1
2026-06-10T05:55:26.574053234+00:00,2,1,841,1
2026-06-10T05:55:55.682638056+00:00,2,1,843,1
2026-06-10T05:58:21.273193290+00:00,1,1,882,1
2026-06-10T05:59:11.018299559+00:00,3,1,829,1
2026-06-10T06:01:14.584982558+00:00,2,1,865,1
2026-06-10T06:02:41.595192299+00:00,2,1,871,1
2026-06-10T06:05:07.274825493+00:00,1,1,911,1
2026-06-10T06:06:56.028702070+00:00,3,1,860,1
2026-06-10T06:07:27.272531680+00:00,1,1,921,1
2026-06-10T06:08:44.106924468+00:00,2,1,896,1
2026-06-10T06:09:56.588418845+00:00,2,1,901,1
2026-06-10T06:10:25.594907459+00:00,2,1,903,1
