Time (s);USB Avg Current (mA);;;;;Tempo norm (s);Corrente pico (mA)
1825,4754;29,668;;;;;16,098;29,779
1825,4756;28,776;;;;;16,099;29,826
1825,4758;29,894;;;;;16,1;29,922
1825,476;28,795;;;;;16,101;29,869
1825,4762;28,742;;;;;16,102;29,784
1825,4764;29,66;;;;;16,103;29,859
1825,4766;28,803;;;;;16,104;29,829
1825,4768;29,918;;;;;16,105;29,865
1825,477;28,821;;;;;16,106;29,766
1825,4772;28,899;;;;;16,107;29,832
1825,4774;29,635;;;;;16,108;29,829
1825,4776;28,808;;;;;16,109;29,841
1825,4778;29,993;;;;;16,11;29,839
1825,478;28,816;;;;;16,111;29,812
1825,4782;28,834;;;;;16,112;29,79
1825,4784;29,582;;;;;16,113;29,799
1825,4786;28,788;;;;;16,114;29,761
1825,4788;29,945;;;;;16,115;29,814
1825,479;28,848;;;;;16,116;29,77
1825,4792;28,827;;;;;16,117;29,769
1825,4794;29,69;;;;;16,118;29,85
1825,4796;28,733;;;;;16,119;29,82
1825,4798;30,002;;;;;16,12;29,883
1825,48;28,907;;;;;16,121;29,771
1825,4802;28,816;;;;;16,122;29,857
1825,4804;29,605;;;;;16,123;29,856
1825,4806;28,758;;;;;16,124;29,821
1825,4808;29,977;;;;;16,125;29,832
1825,481;28,779;;;;;16,126;29,736
1825,4812;28,753;;;;;16,127;29,798
1825,4814;29,665;;;;;16,128;29,7
1825,4816;28,788;;;;;16,129;29,751
1825,4818;29,933;;;;;16,13;29,721
1825,482;28,841;;;;;16,131;29,657
1825,4822;28,712;;;;;16,132;29,717
1825,4824;29,668;;;;;16,133;29,748
1825,4826;28,818;;;;;16,134;29,665
1825,4828;29,966;;;;;16,135;29,654
1825,483;28,721;;;;;16,136;29,702
1825,4832;28,788;;;;;16,137;29,601
1825,4834;29,672;;;;;16,138;29,604
1825,4836;28,808;;;;;16,139;29,554
1825,4838;29,939;;;;;16,14;29,58
1825,484;28,734;;;;;16,141;29,56
1825,4842;28,813;;;;;16,142;29,613
1825,4844;29,705;;;;;16,143;29,51
1825,4846;28,838;;;;;16,144;29,521
1825,4848;29,95;;;;;16,145;29,531
1825,485;28,751;;;;;16,146;29,456
1825,4852;28,826;;;;;16,147;29,504
1825,4854;29,616;;;;;16,148;29,51
1825,4856;28,776;;;;;16,149;29,498
1825,4858;29,951;;;;;16,15;29,501
1825,486;28,699;;;;;16,151;29,522
1825,4862;28,813;;;;;16,152;29,505
1825,4864;29,612;;;;;16,153;29,552
1825,4866;28,754;;;;;16,154;29,504
1825,4868;29,933;;;;;16,155;29,489
1825,487;28,785;;;;;16,156;29,462
1825,4872;28,809;;;;;16,157;29,423
1825,4874;29,614;;;;;16,158;29,45
1825,4876;28,772;;;;;16,159;29,539
1825,4878;29,954;;;;;16,16;29,537
1825,488;28,838;;;;;16,161;29,543
1825,4882;28,784;;;;;16,162;29,486
1825,4884;29,571;;;;;16,163;29,426
1825,4886;28,753;;;;;16,164;29,513
1825,4888;30,014;;;;;16,165;29,523
1825,489;28,693;;;;;16,166;29,582
1825,4892;28,919;;;;;16,167;29,458
1825,4894;29,578;;;;;16,168;29,509
1825,4896;28,754;;;;;16,169;29,499
1825,4898;29,983;;;;;16,17;29,479
1825,49;28,805;;;;;16,171;29,508
1825,4902;28,792;;;;;16,172;29,471
1825,4904;29,629;;;;;16,173;29,57
1825,4906;28,844;;;;;16,174;29,531
1825,4908;29,978;;;;;16,175;29,549
1825,491;28,746;;;;;16,176;29,515
1825,4912;28,764;;;;;16,177;29,511
1825,4914;29,597;;;;;16,178;29,487
1825,4916;28,691;;;;;16,179;29,566
1825,4918;30;;;;;16,18;29,565
1825,492;28,776;;;;;16,181;29,578
1825,4922;28,709;;;;;16,182;29,657
1825,4924;29,588;;;;;16,183;29,596
1825,4926;29,081;;;;;16,184;29,614
1825,4928;34,346;;;;;16,185;29,565
1825,493;29,353;;;;;16,186;29,591
1825,4932;29,425;;;;;16,187;29,585
1825,4934;30,245;;;;;16,188;29,67
1825,4936;29,4;;;;;16,189;29,697
1825,4938;30,186;;;;;16,19;29,671
1825,494;28,727;;;;;16,191;29,675
1825,4942;28,842;;;;;16,192;29,699
1825,4944;29,578;;;;;16,193;29,663
1825,4946;28,776;;;;;16,194;29,729
1825,4948;29,951;;;;;16,195;29,663
1825,495;28,783;;;;;16,196;29,677
1825,4952;28,713;;;;;16,197;29,694
1825,4954;29,629;;;;;16,198;29,704
1825,4956;28,763;;;;;16,199;29,806
1825,4958;29,943;;;;;16,2;29,757
1825,496;28,866;;;;;16,201;29,746
1825,4962;28,795;;;;;16,202;29,695
1825,4964;29,608;;;;;16,203;29,786
1825,4966;28,786;;;;;16,204;29,787
1825,4968;29,924;;;;;16,205;29,694
1825,497;28,799;;;;;16,206;29,781
1825,4972;28,746;;;;;16,207;29,725
1825,4974;29,587;;;;;16,208;29,709
1825,4976;28,789;;;;;16,209;29,727
1825,4978;29,922;;;;;16,21;29,711
1825,498;28,776;;;;;16,211;29,764
1825,4982;28,781;;;;;16,212;29,725
1825,4984;29,533;;;;;16,213;29,762
1825,4986;28,81;;;;;16,214;29,743
1825,4988;29,918;;;;;16,215;29,815
1825,499;28,731;;;;;16,216;29,73
1825,4992;28,85;;;;;16,217;29,812
1825,4994;29,524;;;;;16,218;29,721
1825,4996;28,697;;;;;16,219;29,844
1825,4998;30,074;;;;;16,22;29,762
1825,5;28,751;;;;;16,221;29,82
1825,5002;29,562;;;;;16,222;29,736
1825,5004;28,766;;;;;16,223;29,809
1825,5006;29,977;;;;;16,224;29,784
1825,5008;28,841;;;;;16,225;29,714
1825,501;28,734;;;;;16,226;29,653
1825,5012;29,623;;;;;16,227;29,811
1825,5014;28,673;;;;;16,228;29,776
1825,5016;29,944;;;;;16,229;29,767
1825,5018;28,749;;;;;16,23;29,77
1825,502;28,799;;;;;16,231;29,766
1825,5022;29,464;;;;;16,232;29,831
1825,5024;28,806;;;;;16,233;29,791
1825,5026;29,921;;;;;16,234;29,817
1825,5028;28,764;;;;;16,235;29,862
1825,503;28,806;;;;;16,236;29,736
1825,5032;29,536;;;;;16,237;29,865
1825,5034;28,763;;;;;16,238;29,818
1825,5036;29,96;;;;;16,239;29,829
1825,5038;28,793;;;;;16,24;29,801
1825,504;28,793;;;;;16,241;29,859
1825,5042;29,521;;;;;16,242;29,796
1825,5044;28,805;;;;;16,243;29,728
1825,5046;29,993;;;;;16,244;29,877
1825,5048;28,747;;;;;16,245;29,79
1825,505;28,736;;;;;16,246;29,775
1825,5052;29,5;;;;;16,247;29,854
1825,5054;28,692;;;;;16,248;29,95
1825,5056;29,929;;;;;16,249;29,806
1825,5058;28,785;;;;;16,25;29,837
1825,506;28,748;;;;;16,251;29,857
1825,5062;29,48;;;;;16,252;29,901
1825,5064;28,686;;;;;16,253;29,85
1825,5066;29,967;;;;;16,254;29,859
1825,5068;28,783;;;;;16,255;29,862
1825,507;28,764;;;;;16,256;29,898
1825,5072;29,467;;;;;16,257;29,838
1825,5074;28,728;;;;;16,258;29,873
1825,5076;29,955;;;;;16,259;29,805
1825,5078;28,69;;;;;16,26;29,827
1825,508;28,816;;;;;16,261;29,925
1825,5082;29,4;;;;;16,262;29,941
1825,5084;28,676;;;;;16,263;29,919
1825,5086;29,945;;;;;16,264;29,809
1825,5088;28,659;;;;;16,265;29,928
1825,509;28,785;;;;;16,266;29,866
1825,5092;29,356;;;;;16,267;29,699
1825,5094;28,763;;;;;16,268;29,863
1825,5096;29,822;;;;;16,269;29,902
1825,5098;28,706;;;;;16,27;29,859
1825,51;28,772;;;;;16,271;29,842
1825,5102;29,407;;;;;16,272;29,814
1825,5104;28,744;;;;;16,273;29,849
1825,5106;29,948;;;;;16,274;33,89
1825,5108;28,709;;;;;16,275;30,051
1825,511;28,828;;;;;16,276;29,903
1825,5112;29,342;;;;;16,277;29,83
1825,5114;28,723;;;;;16,278;29,799
1825,5116;29,882;;;;;16,279;29,868
1825,5118;28,655;;;;;16,28;29,85
1825,512;28,92;;;;;16,281;29,867
1825,5122;29,434;;;;;16,282;29,851
1825,5124;28,738;;;;;16,283;29,898
1825,5126;29,894;;;;;16,284;29,808
1825,5128;28,739;;;;;16,285;29,852
1825,513;28,776;;;;;16,286;29,881
1825,5132;29,26;;;;;16,287;29,877
1825,5134;28,725;;;;;16,288;29,853
1825,5136;29,888;;;;;16,289;29,838
1825,5138;28,796;;;;;16,29;29,814
1825,514;28,782;;;;;16,291;29,858
1825,5142;29,286;;;;;16,292;29,82
1825,5144;28,793;;;;;16,293;29,871
1825,5146;29,933;;;;;16,294;29,868
1825,5148;28,764;;;;;16,295;29,826
1825,515;28,867;;;;;16,296;29,844
1825,5152;29,344;;;;;16,297;29,847
1825,5154;29,942;;;;;16,298;29,89
1825,5156;28,748;;;;;16,299;29,859
1825,5158;28,874;;;;;16,3;29,817
1825,516;29,279;;;;;16,301;29,818
1825,5162;28,643;;;;;16,302;29,841
1825,5164;29,795;;;;;16,303;29,793
1825,5166;28,83;;;;;16,304;29,115
1825,5168;28,894;;;;;16,305;29,882
1825,517;29,233;;;;;16,306;29,883
1825,5172;28,709;;;;;16,307;29,817
1825,5174;29,897;;;;;16,308;29,691
1825,5176;28,698;;;;;16,309;29,896
1825,5178;28,917;;;;;16,31;29,812
1825,518;29,199;;;;;16,311;29,805
1825,5182;28,647;;;;;16,312;29,814
1825,5184;29,966;;;;;16,313;29,872
1825,5186;28,752;;;;;16,314;29,846
1825,5188;28,905;;;;;16,315;29,906
1825,519;29,177;;;;;16,316;29,845
1825,5192;28,724;;;;;16,317;29,828
1825,5194;29,912;;;;;16,318;29,815
1825,5196;28,729;;;;;16,319;29,87
1825,5198;28,95;;;;;16,32;29,838
1825,52;29,251;;;;;16,321;29,871
1825,5202;28,782;;;;;16,322;29,76
1825,5204;29,929;;;;;16,323;29,815
1825,5206;28,757;;;;;16,324;29,835
1825,5208;29,001;;;;;16,325;29,907
1825,521;29,259;;;;;16,326;29,838
1825,5212;28,795;;;;;16,327;29,841
1825,5214;30,013;;;;;16,328;29,689
1825,5216;28,74;;;;;16,329;29,8
1825,5218;29,035;;;;;16,33;29,795
1825,522;29,068;;;;;16,331;29,947
1825,5222;28,838;;;;;16,332;29,83
1825,5224;29,898;;;;;16,333;29,793
1825,5226;28,781;;;;;16,334;29,812
1825,5228;28,961;;;;;16,335;29,861
1825,523;29,275;;;;;16,336;29,803
1825,5232;28,813;;;;;16,337;29,855
1825,5234;29,903;;;;;16,338;29,701
1825,5236;28,772;;;;;16,339;29,828
1825,5238;29,048;;;;;16,34;29,79
1825,524;29,12;;;;;16,341;29,796
1825,5242;28,702;;;;;16,342;29,8
1825,5244;29,951;;;;;16,343;29,686
1825,5246;28,679;;;;;16,344;29,871
1825,5248;29,01;;;;;16,345;29,664
1825,525;29,113;;;;;16,346;29,826
1825,5252;28,712;;;;;16,347;29,848
1825,5254;29,947;;;;;16,348;29,865
1825,5256;28,696;;;;;16,349;29,868
1825,5258;29,006;;;;;16,35;29,863
1825,526;29,133;;;;;16,351;29,808
1825,5262;28,731;;;;;16,352;29,827
1825,5264;29,918;;;;;16,353;29,811
1825,5266;28,693;;;;;16,354;29,674
1825,5268;29,026;;;;;16,355;29,886
1825,527;29,117;;;;;16,356;29,886
1825,5272;28,686;;;;;16,357;29,885
1825,5274;29,909;;;;;16,358;29,82
1825,5276;28,788;;;;;16,359;29,718
1825,5278;29,071;;;;;16,36;29,865
1825,528;29,027;;;;;16,361;29,823
1825,5282;28,739;;;;;16,362;29,842
1825,5284;29,891;;;;;16,363;29,823
1825,5286;28,744;;;;;16,364;29,832
1825,5288;29,091;;;;;16,365;29,858
1825,529;29,113;;;;;16,366;29,797
1825,5292;28,772;;;;;16,367;29,902
1825,5294;29,972;;;;;16,368;29,754
1825,5296;28,79;;;;;16,369;29,801
1825,5298;29,157;;;;;16,37;29,895
1825,53;29,141;;;;;16,371;29,824
1825,5302;28,745;;;;;16,372;29,877
1825,5304;29,903;;;;;16,373;29,868
1825,5306;28,766;;;;;16,374;29,817
1825,5308;29,062;;;;;16,375;29,872
1825,531;28,643;;;;;16,376;29,884
1825,5312;29,879;;;;;16,377;29,844
1825,5314;28,683;;;;;16,378;29,827
1825,5316;29,11;;;;;16,379;29,781
1825,5318;29,004;;;;;16,38;29,823
1825,532;28,72;;;;;16,381;29,819
1825,5322;29,897;;;;;16,382;29,865
1825,5324;28,627;;;;;16,383;29,829
1825,5326;29,262;;;;;16,384;29,829
1825,5328;28,994;;;;;16,385;29,826
1825,533;28,663;;;;;16,386;29,827
1825,5332;29,877;;;;;16,387;29,899
1825,5334;28,697;;;;;16,388;29,832
1825,5336;29,094;;;;;16,389;29,807
1825,5338;28,97;;;;;16,39;29,865
1825,534;28,703;;;;;16,391;29,827
1825,5342;29,959;;;;;16,392;29,832
1825,5344;28,691;;;;;16,393;29,8
1825,5346;29,16;;;;;16,394;29,835
1825,5348;28,953;;;;;16,395;29,817
1825,535;28,652;;;;;16,396;29,867
1825,5352;29,992;;;;;16,397;29,859
1825,5354;28,721;;;;;16,398;29,808
1825,5356;29,138;;;;;16,399;29,871
1825,5358;28,97;;;;;16,4;29,802
1825,536;28,67;;;;;16,401;29,823
1825,5362;29,899;;;;;16,402;29,834
1825,5364;28,735;;;;;16,403;29,778
1825,5366;29,175;;;;;16,404;29,817
1825,5368;28,947;;;;;16,405;29,841
1825,537;28,696;;;;;16,406;29,882
1825,5372;29,916;;;;;16,407;29,801
1825,5374;28,713;;;;;16,408;29,757
1825,5376;29,274;;;;;16,409;29,762
1825,5378;28,81;;;;;16,41;29,696
1825,538;28,818;;;;;16,411;29,806
1825,5382;29,924;;;;;16,412;29,675
1825,5384;28,723;;;;;16,413;29,703
1825,5386;29,285;;;;;16,414;29,668
1825,5388;28,895;;;;;16,415;29,682
1825,539;28,814;;;;;16,416;29,682
1825,5392;29,894;;;;;16,417;29,692
1825,5394;28,775;;;;;16,418;29,657
1825,5396;29,242;;;;;16,419;29,589
1825,5398;28,943;;;;;16,42;29,557
1825,54;28,633;;;;;16,421;29,515
1825,5402;30,003;;;;;16,422;29,526
1825,5404;28,761;;;;;16,423;29,527
1825,5406;29,233;;;;;16,424;29,517
1825,5408;28,952;;;;;16,425;29,566
1825,541;28,631;;;;;16,426;29,498
1825,5412;29,792;;;;;16,427;29,574
1825,5414;28,855;;;;;16,428;29,516
1825,5416;29,272;;;;;16,429;29,483
1825,5418;28,989;;;;;16,43;29,593
1825,542;28,665;;;;;16,431;29,516
1825,5422;29,874;;;;;16,432;29,429
1825,5424;28,706;;;;;16,433;29,523
1825,5426;29,264;;;;;16,434;29,482
1825,5428;28,897;;;;;16,435;29,447
1825,543;28,767;;;;;16,436;29,532
1825,5432;29,974;;;;;16,437;29,543
1825,5434;28,762;;;;;16,438;29,474
1825,5436;29,284;;;;;16,439;29,485
1825,5438;28,952;;;;;16,44;29,553
1825,544;28,789;;;;;16,441;29,456
1825,5442;29,939;;;;;16,442;29,536
1825,5444;28,728;;;;;16,443;29,603
1825,5446;29,25;;;;;16,444;29,542
1825,5448;28,843;;;;;16,445;29,482
1825,545;28,681;;;;;16,446;29,628
1825,5452;29,885;;;;;16,447;29,573
1825,5454;28,715;;;;;16,448;29,664
1825,5456;29,294;;;;;16,449;29,516
1825,5458;28,833;;;;;16,45;29,471
1825,546;28,807;;;;;16,451;29,467
1825,5462;28,691;;;;;16,452;29,512
1825,5464;29,309;;;;;16,453;29,47
1825,5466;28,912;;;;;16,454;29,531
1825,5468;28,729;;;;;16,455;29,497
1825,547;29,904;;;;;16,456;29,55
1825,5472;28,75;;;;;16,457;29,516
1825,5474;29,32;;;;;16,458;29,714
1825,5476;28,904;;;;;16,459;29,608
1825,5478;28,726;;;;;16,46;29,594
1825,548;29,927;;;;;16,461;29,571
1825,5482;28,79;;;;;16,462;29,595
1825,5484;29,325;;;;;16,463;29,538
1825,5486;28,874;;;;;16,464;29,583
1825,5488;28,737;;;;;16,465;29,664
1825,549;29,906;;;;;16,466;29,67
1825,5492;28,673;;;;;16,467;29,679
1825,5494;29,292;;;;;16,468;29,685
1825,5496;28,835;;;;;16,469;29,642
1825,5498;28,611;;;;;16,47;29,726
1825,55;29,897;;;;;16,471;29,701
1825,5502;28,643;;;;;16,472;29,721
1825,5504;29,263;;;;;16,473;29,637
1825,5506;28,842;;;;;16,474;29,551
1825,5508;28,737;;;;;16,475;29,675
1825,551;29,95;;;;;16,476;29,721
1825,5512;28,701;;;;;16,477;29,658
1825,5514;29,302;;;;;16,478;29,749
1825,5516;28,829;;;;;16,479;29,718
1825,5518;28,645;;;;;16,48;29,742
1825,552;29,855;;;;;16,481;32,712
1825,5522;28,706;;;;;16,482;30,199
1825,5524;29,338;;;;;16,483;29,793
1825,5526;28,801;;;;;16,484;29,722
1825,5528;28,674;;;;;16,485;29,71
1825,553;29,908;;;;;16,486;29,798
1825,5532;28,641;;;;;16,487;29,836
1825,5534;29,332;;;;;16,488;29,769
1825,5536;28,763;;;;;16,489;29,73
1825,5538;28,749;;;;;16,49;29,793
1825,554;29,87;;;;;16,491;29,759
1825,5542;28,748;;;;;16,492;29,724
1825,5544;29,343;;;;;16,493;29,934
1825,5546;28,741;;;;;16,494;29,782
1825,5548;28,658;;;;;16,495;29,832
1825,555;29,923;;;;;16,496;29,758
1825,5552;28,7;;;;;16,497;29,835
1825,5554;29,335;;;;;16,498;29,838
1825,5556;28,757;;;;;16,499;29,863
1825,5558;28,724;;;;;16,5;29,81
1825,556;29,877;;;;;16,501;29,757
1825,5562;28,763;;;;;16,502;29,81
1825,5564;29,332;;;;;16,503;29,776
1825,5566;28,769;;;;;16,504;29,847
1825,5568;28,736;;;;;16,505;29,839
1825,557;29,921;;;;;16,506;29,836
1825,5572;28,703;;;;;16,507;29,831
1825,5574;29,425;;;;;16,508;29,847
1825,5576;28,808;;;;;16,509;29,876
1825,5578;28,793;;;;;16,51;29,835
1825,558;29,901;;;;;16,511;29,772
1825,5582;28,659;;;;;16,512;29,711
1825,5584;29,354;;;;;16,513;29,793
1825,5586;28,787;;;;;16,514;29,793
1825,5588;28,742;;;;;16,515;29,805
1825,559;29,925;;;;;16,516;29,837
1825,5592;28,718;;;;;16,517;29,778
1825,5594;29,368;;;;;16,518;29,783
1825,5596;28,826;;;;;16,519;29,816
1825,5598;28,775;;;;;16,52;29,895
1825,56;29,948;;;;;16,521;29,853
1825,5602;28,699;;;;;16,522;29,81
1825,5604;29,435;;;;;16,523;29,85
1825,5606;28,804;;;;;16,524;29,81
1825,5608;28,712;;;;;16,525;29,86
1825,561;29,954;;;;;16,526;29,72
1825,5612;28,7;;;;;16,527;29,826
1825,5614;29,422;;;;;16,528;29,786
1825,5616;28,847;;;;;16,529;29,825
1825,5618;28,582;;;;;16,53;29,881
1825,562;29,912;;;;;16,531;29,781
1825,5622;28,702;;;;;16,532;29,854
1825,5624;29,391;;;;;16,533;29,808
1825,5626;28,777;;;;;16,534;29,787
1825,5628;28,689;;;;;16,535;29,893
1825,563;29,87;;;;;16,536;29,88
1825,5632;28,749;;;;;16,537;29,831
1825,5634;29,427;;;;;16,538;29,862
1825,5636;28,832;;;;;16,539;29,803
1825,5638;28,824;;;;;16,54;29,844
1825,564;29,859;;;;;16,541;29,853
1825,5642;28,657;;;;;16,542;29,863
1825,5644;29,424;;;;;16,543;29,887
1825,5646;28,773;;;;;16,544;29,962
1825,5648;28,695;;;;;16,545;29,794
1825,565;29,858;;;;;16,546;29,773
1825,5652;28,698;;;;;16,547;29,787
1825,5654;29,422;;;;;16,548;29,836
1825,5656;28,761;;;;;16,549;29,799
1825,5658;28,68;;;;;16,55;29,83
1825,566;29,776;;;;;16,551;29,338
1825,5662;28,775;;;;;16,552;29,717
1825,5664;29,503;;;;;16,553;29,868
1825,5666;28,842;;;;;16,554;29,816
1825,5668;28,775;;;;;16,555;29,881
1825,567;29,864;;;;;16,556;29,852
1825,5672;28,748;;;;;16,557;29,867
1825,5674;29,485;;;;;16,558;29,724
1825,5676;28,821;;;;;16,559;29,898
1825,5678;28,671;;;;;16,56;29,784
1825,568;29,986;;;;;16,561;29,815
1825,5682;28,742;;;;;16,562;29,837
1825,5684;29,425;;;;;16,563;29,793
1825,5686;28,781;;;;;16,564;29,823
1825,5688;28,665;;;;;16,565;29,825
1825,569;29,939;;;;;16,566;29,831
1825,5692;28,707;;;;;16,567;29,664
1825,5694;29,434;;;;;16,568;29,842
1825,5696;28,778;;;;;16,569;29,87
1825,5698;28,647;;;;;16,57;29,797
1825,57;29,862;;;;;16,571;29,881
1825,5702;28,721;;;;;16,572;29,862
1825,5704;29,336;;;;;16,573;29,792
1825,5706;28,85;;;;;16,574;29,722
1825,5708;28,766;;;;;16,575;29,844
1825,571;29,932;;;;;16,576;29,764
1825,5712;28,688;;;;;16,577;29,855
1825,5714;29,459;;;;;16,578;29,91
1825,5716;28,754;;;;;16,579;29,88
1825,5718;28,76;;;;;16,58;30,026
1825,572;29,855;;;;;16,581;29,845
1825,5722;28,707;;;;;16,582;29,889
1825,5724;29,439;;;;;16,583;29,829
1825,5726;28,749;;;;;16,584;29,844
1825,5728;28,737;;;;;16,585;29,835
1825,573;29,871;;;;;16,586;29,789
1825,5732;28,739;;;;;16,587;29,906
1825,5734;29,433;;;;;16,588;29,829
1825,5736;28,803;;;;;16,589;29,827
1825,5738;28,718;;;;;16,59;29,799
1825,574;29,926;;;;;16,591;29,865
1825,5742;28,677;;;;;16,592;29,838
1825,5744;29,482;;;;;16,593;29,79
1825,5746;28,781;;;;;16,594;29,823
1825,5748;28,765;;;;;16,595;29,907
1825,575;29,905;;;;;16,596;29,895
1825,5752;28,785;;;;;16,597;29,869
1825,5754;29,49;;;;;16,598;29,827
1825,5756;28,787;;;;;16,599;29,828
1825,5758;28,782;;;;;16,6;29,872
1825,576;29,928;;;;;16,601;29,874
1825,5762;28,698;;;;;16,602;29,829
1825,5764;29,515;;;;;16,603;29,818
1825,5766;28,773;;;;;16,604;29,826
1825,5768;28,778;;;;;16,605;29,826
1825,577;29,936;;;;;16,606;29,79
1825,5772;28,696;;;;;16,607;29,863
1825,5774;29,462;;;;;16,608;29,922
1825,5776;28,778;;;;;16,609;29,841
1825,5778;28,755;;;;;16,61;29,815
1825,578;29,922;;;;;16,611;29,874
1825,5782;28,76;;;;;16,612;29,67
1825,5784;29,533;;;;;16,613;29,871
1825,5786;28,836;;;;;16,614;29,84
1825,5788;28,83;;;;;16,615;29,877
1825,579;29,885;;;;;16,616;29,943
1825,5792;28,715;;;;;16,617;29,879
1825,5794;29,512;;;;;16,618;29,839
1825,5796;28,778;;;;;16,619;29,873
1825,5798;28,701;;;;;16,62;29,844
1825,58;29,89;;;;;16,621;29,935
1825,5802;28,729;;;;;16,622;29,875
1825,5804;29,478;;;;;16,623;29,854
1825,5806;28,687;;;;;16,624;29,816
1825,5808;28,726;;;;;16,625;29,791
1825,581;29,832;;;;;16,626;29,794
1825,5812;28,705;;;;;16,627;29,835
1825,5814;29,485;;;;;16,628;29,423
1825,5816;28,806;;;;;16,629;29,861
1825,5818;28,724;;;;;16,63;29,858
1825,582;29,927;;;;;16,631;29,835
1825,5822;28,777;;;;;16,632;29,765
1825,5824;29,492;;;;;16,633;29,824
1825,5826;28,792;;;;;16,634;29,835
1825,5828;28,775;;;;;16,635;29,863
1825,583;29,92;;;;;16,636;29,835
1825,5832;28,677;;;;;16,637;29,794
1825,5834;29,5;;;;;16,638;29,858
1825,5836;28,748;;;;;16,639;29,901
1825,5838;28,706;;;;;16,64;29,842
1825,584;29,819;;;;;16,641;29,892
1825,5842;28,698;;;;;16,642;29,895
1825,5844;29,419;;;;;16,643;29,868
1825,5846;28,715;;;;;16,644;29,916
1825,5848;28,681;;;;;16,645;29,865
1825,585;29,93;;;;;16,646;29,825
1825,5852;28,707;;;;;16,647;29,85
1825,5854;29,473;;;;;16,648;29,955
1825,5856;28,723;;;;;16,649;29,875
1825,5858;28,784;;;;;16,65;29,837
1825,586;29,936;;;;;16,651;29,866
1825,5862;28,733;;;;;16,652;29,869
1825,5864;29,516;;;;;16,653;29,882
1825,5866;28,754;;;;;16,654;29,869
1825,5868;28,757;;;;;16,655;29,918
1825,587;29,901;;;;;16,656;29,903
1825,5872;28,746;;;;;16,657;29,878
1825,5874;29,581;;;;;16,658;29,895
1825,5876;28,7;;;;;16,659;29,868
1825,5878;28,79;;;;;16,66;29,84
1825,588;29,892;;;;;16,661;29,899
1825,5882;28,81;;;;;16,662;29,889
1825,5884;29,506;;;;;16,663;29,855
1825,5886;28,719;;;;;16,664;29,86
1825,5888;28,73;;;;;16,665;29,892
1825,589;29,957;;;;;16,666;29,905
1825,5892;28,706;;;;;16,667;29,934
1825,5894;29,503;;;;;16,668;29,896
1825,5896;28,673;;;;;16,669;29,874
1825,5898;28,692;;;;;16,67;29,94
1825,59;29,962;;;;;16,671;29,74
1825,5902;28,769;;;;;16,672;29,899
1825,5904;29,502;;;;;16,673;29,859
1825,5906;28,798;;;;;16,674;29,851
1825,5908;28,69;;;;;16,675;29,881
1825,591;29,888;;;;;16,676;29,859
1825,5912;28,739;;;;;16,677;29,842
1825,5914;29,564;;;;;16,678;29,85
1825,5916;28,838;;;;;16,679;29,901
1825,5918;28,649;;;;;16,68;29,853
1825,592;29,942;;;;;16,681;29,85
1825,5922;28,715;;;;;16,682;29,694
1825,5924;29,547;;;;;16,683;29,794
1825,5926;28,718;;;;;16,684;29,847
1825,5928;29,882;;;;;16,685;29,747
1825,593;28,749;;;;;16,686;29,807
1825,5932;29,487;;;;;16,687;29,855
1825,5934;28,733;;;;;16,688;29,808
1825,5936;28,722;;;;;16,689;29,69
1825,5938;29,895;;;;;16,69;32,821
1825,594;28,644;;;;;16,691;30,275
1825,5942;29,471;;;;;16,692;29,667
1825,5944;28,695;;;;;16,693;29,685
1825,5946;28,76;;;;;16,694;29,622
1825,5948;29,918;;;;;16,695;29,579
1825,595;28,727;;;;;16,696;29,579
1825,5952;29,461;;;;;16,697;29,631
1825,5954;28,72;;;;;16,698;29,54
1825,5956;28,739;;;;;16,699;29,516
1825,5958;29,84;;;;;16,7;29,506
1825,596;28,782;;;;;16,701;29,563
1825,5962;29,473;;;;;16,702;29,522
1825,5964;28,84;;;;;16,703;29,486
1825,5966;28,754;;;;;16,704;29,492
1825,5968;29,869;;;;;16,705;29,53
1825,597;28,793;;;;;16,706;29,483
1825,5972;29,511;;;;;16,707;29,47
1825,5974;28,709;;;;;16,708;29,458
1825,5976;28,726;;;;;16,709;29,474
1825,5978;29,879;;;;;16,71;29,444
1825,598;28,694;;;;;16,711;29,455
1825,5982;29,557;;;;;16,712;29,468
1825,5984;28,743;;;;;16,713;29,426
1825,5986;28,64;;;;;16,714;29,504
1825,5988;29,918;;;;;16,715;29,454
1825,599;28,774;;;;;16,716;29,494
1825,5992;29,517;;;;;16,717;29,554
1825,5994;28,664;;;;;16,718;29,529
1825,5996;28,712;;;;;16,719;29,452
1825,5998;29,891;;;;;16,72;29,554
1825,6;28,786;;;;;16,721;29,519
1825,6002;29,549;;;;;16,722;29,518
1825,6004;28,714;;;;;16,723;29,445
1825,6006;28,646;;;;;16,724;29,543
1825,6008;29,861;;;;;16,725;29,55
1825,601;28,773;;;;;16,726;29,454
1825,6012;29,605;;;;;16,727;29,427
1825,6014;28,724;;;;;16,728;29,482
1825,6016;28,772;;;;;16,729;29,491
1825,6018;29,869;;;;;16,73;29,528
1825,602;28,778;;;;;16,731;29,595
1825,6022;29,517;;;;;16,732;29,503
1825,6024;28,799;;;;;16,733;29,455
1825,6026;28,694;;;;;16,734;29,504
1825,6028;29,886;;;;;16,735;29,508
1825,603;28,773;;;;;16,736;29,528
1825,6032;29,376;;;;;16,737;29,552
