Time (s);USB Avg Current (mA);;;;;Tempo norm (s);Corrente pico (mA)
1834,0212;113,203;;;;;;
1834,0214;113,122;;;;;;
1834,0216;114,133;;;;;;
1834,0218;113,486;;;;;;
1834,022;113,23;;;;;;
1834,0222;113,311;;;;;;
1834,0224;113,325;;;;;;
1834,0226;114,322;;;;;;
1834,0228;113,729;;;;;;
1834,023;113,392;;;;;;
1834,0232;113,433;;;;;;
1834,0234;113,527;;;;;;
1834,0236;114,592;;;;;;
1834,0238;113,945;;;;;;
1834,024;113,729;;;;;;
1834,0242;113,5;;;;;;
1834,0244;113,392;;;;;;
1834,0246;114,107;;;;;;
1834,0248;113,459;;;;;;
1834,025;113,163;;;;;;
1834,0252;113,203;;;;;;
1834,0254;113,19;;;;;;
1834,0256;114,12;;;;;;
1834,0258;113,433;;;;;;
1834,026;113,109;;;;;;
1834,0262;113,176;;;;;;
1834,0264;113,149;;;;;;
1834,0266;114,201;;;;;;
1834,0268;113,486;;;;;;
1834,027;113,163;;;;;;
1834,0272;113,109;;;;;;
1834,0274;113,136;;;;;;
1834,0276;114,228;;;;;;
1834,0278;113,406;;;;;;
1834,028;113,136;;;;;;
1834,0282;113,109;;;;;;
1834,0284;113,122;;;;;;
1834,0286;115,414;;;;;;
1834,0288;116,91;;;;;;
1834,029;113,796;;;;;;
1834,0292;113,743;;;;;;
1834,0294;114,74;;;;;;
1834,0296;113,554;;;;;;
1834,0298;113,096;;;;;;
1834,03;113,122;;;;;;
1834,0302;113,096;;;;;;
1834,0304;114,255;;;;;;
1834,0306;113,433;;;;;;
1834,0308;113,149;;;;;;
1834,031;113,109;;;;;;
1834,0312;113,19;;;;;;
1834,0314;114,201;;;;;;
1834,0316;113,352;;;;;;
1834,0318;113,149;;;;;;
1834,032;113,096;;;;;;
1834,0322;113,136;;;;;;
1834,0324;114,107;;;;;;
1834,0326;113,311;;;;;;
1834,0328;113,096;;;;;;
1834,033;113,163;;;;;;
1834,0332;113,149;;;;;;
1834,0334;114,066;;;;;;
1834,0336;113,338;;;;;;
1834,0338;113,096;;;;;;
1834,034;113,082;;;;;;
1834,0342;113,109;;;;;;
1834,0344;114,282;;;;;;
1834,0346;113,325;;;;;;
1834,0348;113,082;;;;;;
1834,035;113,096;;;;;;
1834,0352;113,069;;;;;;
1834,0354;114,241;;;;;;
1834,0356;113,352;;;;;;
1834,0358;113,149;;;;;;
1834,036;113,069;;;;;;
1834,0362;113,149;;;;;;
1834,0364;114,107;;;;;;
1834,0366;113,244;;;;;;
1834,0368;113,096;;;;;;
1834,037;113,055;;;;;;
1834,0372;113,122;;;;;;
1834,0374;114,133;;;;;;
1834,0376;113,271;;;;;;
1834,0378;113,122;;;;;;
1834,038;113,042;;;;;;
1834,0382;113,069;;;;;;
1834,0384;114,363;;;;;;
1834,0386;113,311;;;;;;
1834,0388;113,082;;;;;;
1834,039;113,109;;;;;;
1834,0392;113,122;;;;;;
1834,0394;114,322;;;;;;
1834,0396;113,271;;;;;;
1834,0398;113,096;;;;;;
1834,04;113,015;;;;;;
1834,0402;113,19;;;;;;
1834,0404;114,133;;;;;;
1834,0406;113,284;;;;;;
1834,0408;113,109;;;;;;
1834,041;113,096;;;;;;
1834,0412;113,109;;;;;;
1834,0414;114,174;;;;;;
1834,0416;113,257;;;;;;
1834,0418;113,109;;;;;;
1834,042;113,082;;;;;;
1834,0422;113,069;;;;;;
1834,0424;114,282;;;;;;
1834,0426;113,244;;;;;;
1834,0428;113,055;;;;;;
1834,043;113,015;;;;;;
1834,0432;113,042;;;;;;
1834,0434;114,228;;;;;;
1834,0436;113,244;;;;;;
1834,0438;113,015;;;;;;
1834,044;113,055;;;;;;
1834,0442;113,082;;;;;;
1834,0444;114,147;;;;;;
1834,0446;113,163;;;;;;
1834,0448;112,974;;;;;;
1834,045;113,001;;;;;;
1834,0452;114,12;;;;;;
1834,0454;113,136;;;;;;
1834,0456;113,028;;;;;;
1834,0458;113,001;;;;;;
1834,046;113,069;;;;;;
1834,0462;114,403;;;;;;
1834,0464;113,149;;;;;;
1834,0466;113,042;;;;;;
1834,0468;112,961;;;;;;
1834,047;113,055;;;;;;
1834,0472;114,282;;;;;;
1834,0474;113,136;;;;;;
1834,0476;113,055;;;;;;
1834,0478;113,001;;;;;;
1834,048;113,055;;;;;;
1834,0482;114,133;;;;;;
1834,0484;113,19;;;;;;
1834,0486;112,988;;;;;;
1834,0488;112,988;;;;;;
1834,049;112,974;;;;;;
1834,0492;114,187;;;;;;
1834,0494;113,096;;;;;;
1834,0496;112,974;;;;;;
1834,0498;113,015;;;;;;
1834,05;113,015;;;;;;
1834,0502;114,39;;;;;;
1834,0504;113,136;;;;;;
1834,0506;113,001;;;;;;
1834,0508;113,069;;;;;;
1834,051;113,028;;;;;;
1834,0512;114,322;;;;;;
1834,0514;113,163;;;;;;
1834,0516;113,015;;;;;;
1834,0518;113,042;;;;;;
1834,052;113,028;;;;;;
1834,0522;114,187;;;;;;
1834,0524;113,149;;;;;;
1834,0526;112,988;;;;;;
1834,0528;113,015;;;;;;
1834,053;113,001;;;;;;
1834,0532;114,187;;;;;;
1834,0534;113,122;;;;;;
1834,0536;113,028;;;;;;
1834,0538;112,974;;;;;;
1834,054;113,042;;;;;;
1834,0542;114,39;;;;;;
1834,0544;113,069;;;;;;
1834,0546;113,055;;;;;;
1834,0548;113,042;;;;;;
1834,055;112,988;;;;;;
1834,0552;114,376;;;;;;
1834,0554;113,122;;;;;;
1834,0556;112,974;;;;;;
1834,0558;113,069;;;;;;
1834,056;112,974;;;;;;
1834,0562;114,174;;;;;;
1834,0564;113,136;;;;;;
1834,0566;112,961;;;;;;
1834,0568;113,015;;;;;;
1834,057;113,001;;;;;;
1834,0572;114,187;;;;;;
1834,0574;113,082;;;;;;
1834,0576;113,042;;;;;;
1834,0578;113,082;;;;;;
1834,058;113,015;;;;;;
1834,0582;114,444;;;;;;
1834,0584;113,055;;;;;;
1834,0586;113,042;;;;;;
1834,0588;112,947;;;;;;
1834,059;112,988;;;;;;
1834,0592;114,295;;;;;;
1834,0594;113,122;;;;;;
1834,0596;112,974;;;;;;
1834,0598;113,001;;;;;;
1834,06;113,001;;;;;;
1834,0602;113,069;;;;;;
1834,0604;112,974;;;;;;
1834,0606;113,028;;;;;;
1834,0608;113,015;;;;;;
1834,061;114,107;;;;;;
1834,0612;113,082;;;;;;
1834,0614;113,055;;;;;;
1834,0616;113,028;;;;;;
1834,0618;113,001;;;;;;
1834,062;114,484;;;;;;
1834,0622;113,122;;;;;;
1834,0624;113,001;;;;;;
1834,0626;113,015;;;;;;
1834,0628;112,988;;;;;;
1834,063;114,39;;;;;;
1834,0632;113,028;;;;;;
1834,0634;113,015;;;;;;
1834,0636;112,988;;;;;;
1834,0638;113,069;;;;;;
1834,064;114,214;;;;;;
1834,0642;113,082;;;;;;
1834,0644;112,988;;;;;;
1834,0646;113,001;;;;;;
1834,0648;113,042;;;;;;
1834,065;114,228;;;;;;
1834,0652;113,082;;;;;;
1834,0654;113,015;;;;;;
1834,0656;113,015;;;;;;
1834,0658;113,069;;;;;;
1834,066;114,457;;;;;;
1834,0662;113,082;;;;;;
1834,0664;113,055;;;;;;
1834,0666;113,055;;;;;;
1834,0668;113,015;;;;;;
1834,067;114,376;;;;;;
1834,0672;113,136;;;;;;
1834,0674;112,907;;;;;;
1834,0676;113,028;;;;;;
1834,0678;113,028;;;;;;
1834,068;114,214;;;;;;
1834,0682;113,069;;;;;;
1834,0684;112,934;;;;;;
1834,0686;113,015;;;;;;
1834,0688;113,042;;;;;;
1834,069;114,228;;;;;;
1834,0692;113,001;;;;;;
1834,0694;113,028;;;;;;
1834,0696;113,069;;;;;;
1834,0698;112,988;;;;;;
1834,07;114,457;;;;;;
1834,0702;113,082;;;;;;
1834,0704;113,015;;;;;;
1834,0706;113,028;;;;;;
1834,0708;113,028;;;;;;
1834,071;114,349;;;;;;
1834,0712;113,096;;;;;;
1834,0714;112,974;;;;;;
1834,0716;113,042;;;;;;
1834,0718;113,015;;;;;;
1834,072;114,228;;;;;;
1834,0722;113,069;;;;;;
1834,0724;113,028;;;;;;
1834,0726;112,961;;;;;;
1834,0728;113,015;;;;;;
1834,073;114,214;;;;;;
1834,0732;113,069;;;;;;
1834,0734;113,001;;;;;;
1834,0736;112,961;;;;;;
1834,0738;112,974;;;;;;
1834,074;114,484;;;;;;
1834,0742;113,096;;;;;;
1834,0744;112,974;;;;;;
1834,0746;112,974;;;;;;
1834,0748;112,988;;;;;;
1834,075;114,39;;;;;;
1834,0752;113,015;;;;;;
1834,0754;113,015;;;;;;
1834,0756;112,974;;;;;;
1834,0758;114,228;;;;;;
1834,076;112,974;;;;;;
1834,0762;112,974;;;;;;
1834,0764;112,92;;;;;;
1834,0766;112,974;;;;;;
1834,0768;114,174;;;;;;
1834,077;113,055;;;;;;
1834,0772;112,934;;;;;;
1834,0774;112,974;;;;;;
1834,0776;112,974;;;;;;
1834,0778;114,484;;;;;;
1834,078;113,015;;;;;;
1834,0782;112,947;;;;;;
1834,0784;112,92;;;;;;
1834,0786;112,988;;;;;;
1834,0788;114,363;;;;;;
1834,079;113,042;;;;;;
1834,0792;113,015;;;;;;
1834,0794;113,042;;;;;;
1834,0796;112,961;;;;;;
1834,0798;114,255;;;;;;
1834,08;112,961;;;;;;
1834,0802;113,001;;;;;;
1834,0804;113,028;;;;;;
1834,0806;112,92;;;;;;
1834,0808;114,241;;;;;;
1834,081;113,001;;;;;;
1834,0812;113,015;;;;;;
1834,0814;112,961;;;;;;
1834,0816;112,974;;;;;;
1834,0818;114,538;;;;;;
1834,082;113,001;;;;;;
1834,0822;112,974;;;;;;
1834,0824;112,961;;;;;;
1834,0826;112,988;;;;;;
1834,0828;114,376;;;;;;
1834,083;112,988;;;;;;
1834,0832;113,001;;;;;;
1834,0834;112,974;;;;;;
1834,0836;112,961;;;;;;
1834,0838;114,241;;;;;;
1834,084;113,015;;;;;;
1834,0842;112,974;;;;;;
1834,0844;112,947;;;;;;
1834,0846;112,988;;;;;;
1834,0848;114,241;;;;;;
1834,085;113,028;;;;;;
1834,0852;112,974;;;;;;
1834,0854;112,974;;;;;;
1834,0856;112,974;;;;;;
1834,0858;114,511;;;;;;
1834,086;113,015;;;;;;
1834,0862;113,001;;;;;;
1834,0864;113,001;;;;;;
1834,0866;112,947;;;;;;
1834,0868;114,43;;;;;;
1834,087;113,001;;;;;;
1834,0872;112,974;;;;;;
1834,0874;112,947;;;;;;
1834,0876;112,974;;;;;;
1834,0878;114,214;;;;;;
1834,088;113,055;;;;;;
1834,0882;112,907;;;;;;
1834,0884;112,947;;;;;;
1834,0886;112,947;;;;;;
1834,0888;114,241;;;;;;
1834,089;112,961;;;;;;
1834,0892;112,961;;;;;;
1834,0894;112,934;;;;;;
1834,0896;112,947;;;;;;
1834,0898;114,511;;;;;;
1834,09;112,988;;;;;;
1834,0902;113,001;;;;;;
1834,0904;113,042;;;;;;
1834,0906;112,947;;;;;;
1834,0908;109,483;;;;;;
1834,091;56,197;;;;;;
1834,0912;50,657;;;;;;
1834,0914;51,668;;;;;;
1834,0916;51,708;;;;;;
1834,0918;53,043;;;;;;
1834,092;51,695;;;;;;
1834,0922;51,587;;;;;;
1834,0924;51,641;;;;;;
1834,0926;51,668;;;;;;
1834,0928;53,043;;;;;;
1834,093;51,668;;;;;;
1834,0932;51,614;;;;;;
1834,0934;51,6;;;;;;
1834,0936;51,668;;;;;;
1834,0938;52,948;;;;;;
1834,094;51,708;;;;;;
1834,0942;51,587;;;;;;
1834,0944;51,6;;;;;;
1834,0946;51,614;;;;;;
1834,0948;53,056;;;;;;
1834,095;51,681;;;;;;
1834,0952;51,56;;;;;;
1834,0954;51,668;;;;;;
1834,0956;51,654;;;;;;
1834,0958;52,989;;;;;;
1834,096;51,722;;;;;;
1834,0962;51,641;;;;;;
1834,0964;54,121;;;;;;
1834,0966;54,31;;;;;;
1834,0968;55,644;;;;;;
1834,097;54,377;;;;;;
1834,0972;54,391;;;;;;
1834,0974;54,283;;;;;;
1834,0976;53,959;;;;;;
1834,0978;52,194;;;;;;
1834,098;50,023;;;;;;
1834,0982;49,525;;;;;;
1834,0984;49,538;;;;;;
1834,0986;49,848;;;;;;
1834,0988;51,344;;;;;;
1834,099;49,929;;;;;;
1834,0992;49,444;;;;;;
1834,0994;49,093;;;;;;
1834,0996;49,241;;;;;;
1834,0998;50,306;;;;;;
1834,1;42,337;;;;;;
1834,1002;28,83;;;;;;
1834,1004;29,547;;;;;;
1834,1006;28,736;;;;;;
1834,1008;29,825;;;;;;
1834,101;28,8;;;;;;
1834,1012;28,733;;;;;;
1834,1014;29,54;;;;;;
1834,1016;28,803;;;;;;
1834,1018;29,861;;;;;;
1834,102;28,733;;;;;;
1834,1022;28,674;;;;;;
1834,1024;29,522;;;;;;
1834,1026;28,691;;;;;;
1834,1028;29,835;;;;;;
1834,103;28,761;;;;;;
1834,1032;28,752;;;;;;
1834,1034;29,561;;;;;;
1834,1036;28,8;;;;;;
1834,1038;29,889;;;;;;
1834,104;28,722;;;;;;
1834,1042;28,715;;;;;;
1834,1044;29,506;;;;;;
1834,1046;28,693;;;;;;
1834,1048;29,827;;;;;;
1834,105;28,736;;;;;;
1834,1052;28,617;;;;;;
1834,1054;29,552;;;;;;
1834,1056;28,674;;;;;;
1834,1058;29,867;;;;;;
1834,106;28,712;;;;;;
1834,1062;28,751;;;;;;
1834,1064;29,59;;;;;;
1834,1066;29,852;;;;;;
1834,1068;28,682;;;;;;
1834,107;28,743;;;;;;
1834,1072;29,579;;;;;;
1834,1074;28,74;;;;;;
1834,1076;29,886;;;;;;
1834,1078;28,737;;;;;;
1834,108;28,761;;;;;;
1834,1082;29,523;;;;;;
1834,1084;28,766;;;;;;
1834,1086;29,836;;;;;;
1834,1088;28,704;;;;;;
1834,109;28,75;;;;;;
1834,1092;29,585;;;;;;
1834,1094;28,73;;;;;;
1834,1096;29,877;;;;;;
1834,1098;28,783;;;;;;
1834,11;28,709;;;;;;
1834,1102;29,484;;;;;;
1834,1104;28,713;;;;;;
1834,1106;29,855;;;;;;
1834,1108;28,716;;;;;;
1834,111;28,622;;;;;;
1834,1112;29,472;;;;;;
1834,1114;28,7;;;;;;
1834,1116;29,841;;;;;;
1834,1118;28,661;;;;;;
1834,112;28,661;;;;;;
1834,1122;29,484;;;;;;
1834,1124;28,752;;;;;;
1834,1126;29,901;;;;;;
1834,1128;28,687;;;;;;
1834,113;28,739;;;;;;
1834,1132;29,513;;;;;;
1834,1134;28,73;;;;;;
1834,1136;29,835;;;;;;
1834,1138;28,626;;;;;;
1834,114;28,746;;;;;;
1834,1142;29,51;;;;;;
1834,1144;28,655;;;;;;
1834,1146;29,827;;;;;;
1834,1148;28,671;;;;;;
1834,115;28,679;;;;;;
1834,1152;29,525;;;;;;
1834,1154;28,63;;;;;;
1834,1156;29,812;;;;;;
1834,1158;28,679;;;;;;
1834,116;28,645;;;;;;
1834,1162;29,46;;;;;;
1834,1164;28,694;;;;;;
1834,1166;29,858;;;;;;
1834,1168;28,706;;;;;;
1834,117;28,721;;;;;;
1834,1172;29,489;;;;;;
1834,1174;28,64;;;;;;
1834,1176;29,85;;;;;;
1834,1178;28,598;;;;;;
1834,118;28,743;;;;;;
1834,1182;29,466;;;;;;
1834,1184;28,64;;;;;;
1834,1186;29,974;;;;;;
1834,1188;28,752;;;;;;
1834,119;28,694;;;;;;
1834,1192;29,454;;;;;;
1834,1194;28,743;;;;;;
1834,1196;29,919;;;;;;
1834,1198;28,728;;;;;;
1834,12;28,663;;;;;;
1834,1202;29,432;;;;;;
1834,1204;28,736;;;;;;
1834,1206;29,884;;;;;;
1834,1208;28,702;;;;;;
1834,121;28,678;;;;;;
1834,1212;29,471;;;;;;
1834,1214;28,667;;;;;;
1834,1216;29,854;;;;;;
1834,1218;28,724;;;;;;
1834,122;28,685;;;;;;
1834,1222;29,462;;;;;;
1834,1224;28,771;;;;;;
1834,1226;29,854;;;;;;
1834,1228;28,761;;;;;;
1834,123;28,715;;;;;;
1834,1232;29,484;;;;;;
1834,1234;29,803;;;;;;
1834,1236;28,703;;;;;;
1834,1238;28,679;;;;;;
1834,124;29,408;;;;;;
1834,1242;28,7;;;;;;
1834,1244;29,89;;;;;;
1834,1246;28,694;;;;;;
1834,1248;28,763;;;;;;
1834,125;29,368;;;;;;
1834,1252;28,721;;;;;;
1834,1254;29,813;;;;;;
1834,1256;28,643;;;;;;
1834,1258;28,766;;;;;;
1834,126;29,314;;;;;;
1834,1262;28,716;;;;;;
1834,1264;29,873;;;;;;
1834,1266;28,784;;;;;;
1834,1268;28,767;;;;;;
1834,127;29,338;;;;;;
1834,1272;28,655;;;;;;
1834,1274;29,895;;;;;;
1834,1276;28,736;;;;;;
1834,1278;28,706;;;;;;
1834,128;29,359;;;;;;
1834,1282;28,635;;;;;;
1834,1284;29,908;;;;;;
1834,1286;28,549;;;;;;
1834,1288;28,877;;;;;;
1834,129;29,345;;;;;;
1834,1292;28,686;;;;;;
1834,1294;29,877;;;;;;
1834,1296;28,726;;;;;;
1834,1298;28,829;;;;;;
1834,13;29,277;;;;;;
1834,1302;28,614;;;;;;
1834,1304;29,863;;;;;;
1834,1306;28,662;;;;;;
1834,1308;28,757;;;;;;
1834,131;29,209;;;;;;
1834,1312;28,682;;;;;;
1834,1314;29,827;;;;;;
1834,1316;28,624;;;;;;
1834,1318;28,808;;;;;;
1834,132;29,257;;;;;;
1834,1322;28,685;;;;;;
1834,1324;29,84;;;;;;
1834,1326;28,769;;;;;;
1834,1328;28,831;;;;;;
1834,133;29,259;;;;;;
1834,1332;28,737;;;;;;
1834,1334;29,889;;;;;;
1834,1336;28,691;;;;;;
1834,1338;28,809;;;;;;
1834,134;29,156;;;;;;
1834,1342;28,746;;;;;;
1834,1344;29,862;;;;;;
1834,1346;28,694;;;;;;
1834,1348;28,865;;;;;;
1834,135;29,194;;;;;;
1834,1352;28,615;;;;;;
1834,1354;29,946;;;;;;
1834,1356;28,594;;;;;;
1834,1358;28,88;;;;;;
1834,136;29,113;;;;;;
1834,1362;28,67;;;;;;
1834,1364;29,856;;;;;;
1834,1366;28,576;;;;;;
1834,1368;28,943;;;;;;
1834,137;29,172;;;;;;
1834,1372;28,756;;;;;;
1834,1374;29,876;;;;;;
1834,1376;28,761;;;;;;
1834,1378;28,907;;;;;;
1834,138;29,124;;;;;;
1834,1382;28,724;;;;;;
1834,1384;29,802;;;;;;
1834,1386;28,701;;;;;;
1834,1388;28,909;;;;;;
1834,139;29,253;;;;;;
1834,1392;28,719;;;;;;
1834,1394;29,881;;;;;;
1834,1396;28,743;;;;;;
1834,1398;28,952;;;;;;
1834,14;29,142;;;;;;
1834,1402;28,709;;;;;;
1834,1404;29,908;;;;;;
1834,1406;28,637;;;;;;
1834,1408;28,985;;;;;;
1834,141;29,183;;;;;;
1834,1412;28,762;;;;;;
1834,1414;29,819;;;;;;
1834,1416;28,802;;;;;;
1834,1418;29,014;;;;;;
1834,142;29,097;;;;;;
1834,1422;28,736;;;;;;
1834,1424;29,903;;;;;;
1834,1426;28,751;;;;;;
1834,1428;29,029;;;;;;
1834,143;29,096;;;;;;
1834,1432;28,725;;;;;;
1834,1434;29,887;;;;;;
1834,1436;28,739;;;;;;
1834,1438;29,064;;;;;;
1834,144;29,126;;;;;;
1834,1442;28,674;;;;;;
1834,1444;29,831;;;;;;
1834,1446;28,658;;;;;;
1834,1448;29,017;;;;;;
1834,145;29,082;;;;;;
1834,1452;28,703;;;;;;
1834,1454;29,869;;;;;;
1834,1456;28,663;;;;;;
1834,1458;29,049;;;;;;
1834,146;28,981;;;;;;
1834,1462;28,66;;;;;;
1834,1464;29,919;;;;;;
1834,1466;28,642;;;;;;
1834,1468;29,076;;;;;;
1834,147;29,022;;;;;;
1834,1472;28,652;;;;;;
1834,1474;29,893;;;;;;
1834,1476;28,728;;;;;;
1834,1478;29,094;;;;;;
1834,148;29,061;;;;;;
1834,1482;28,627;;;;;;
1834,1484;29,825;;;;;;
1834,1486;28,738;;;;;;
1834,1488;29,078;;;;;;
1834,149;28,983;;;;;;
1834,1492;28,722;;;;;;
1834,1494;29,81;;;;;;
1834,1496;28,633;;;;;;
1834,1498;29,065;;;;;;
1834,15;28,984;;;;;;
1834,1502;28,701;;;;;;
1834,1504;29,881;;;;;;
1834,1506;28,624;;;;;;
1834,1508;29,173;;;;;;
1834,151;28,929;;;;;;
1834,1512;28,679;;;;;;
1834,1514;29,932;;;;;;
1834,1516;28,656;;;;;;
1834,1518;29,098;;;;;;
1834,152;28,968;;;;;;
1834,1522;28,646;;;;;;
1834,1524;29,804;;;;;;
1834,1526;28,65;;;;;;
1834,1528;29,157;;;;;;
1834,153;28,913;;;;;;
1834,1532;28,717;;;;;;
1834,1534;29,885;;;;;;
1834,1536;28,704;;;;;;
1834,1538;29,178;;;;;;
1834,154;29,027;;;;;;
1834,1542;28,64;;;;;;
1834,1544;29,873;;;;;;
1834,1546;28,68;;;;;;
1834,1548;29,137;;;;;;
1834,155;28,949;;;;;;
1834,1552;28,675;;;;;;
1834,1554;29,887;;;;;;
1834,1556;28,651;;;;;;
1834,1558;29,196;;;;;;
1834,156;28,883;;;;;;
1834,1562;28,697;;;;;;
1834,1564;29,912;;;;;;
1834,1566;28,741;;;;;;
1834,1568;29,205;;;;;;
1834,157;29,031;;;;;;
1834,1572;28,716;;;;;;
1834,1574;29,906;;;;;;
1834,1576;28,7;;;;;;
1834,1578;29,226;;;;;;
1834,158;28,986;;;;;;
1834,1582;28,661;;;;;;
1834,1584;29,897;;;;;;
1834,1586;28,678;;;;;;
1834,1588;29,301;;;;;;
1834,159;28,862;;;;;;
1834,1592;28,63;;;;;;
1834,1594;29,897;;;;;;
1834,1596;28,68;;;;;;
1834,1598;29,248;;;;;;
1834,16;28,796;;;;;;
1834,1602;28,711;;;;;;
1834,1604;29,891;;;;;;
1834,1606;28,794;;;;;;
1834,1608;29,297;;;;;;
1834,161;28,945;;;;;;
1834,1612;28,666;;;;;;
1834,1614;29,878;;;;;;
1834,1616;28,645;;;;;;
1834,1618;29,278;;;;;;
1834,162;28,879;;;;;;
1834,1622;28,688;;;;;;
1834,1624;29,918;;;;;;
1834,1626;28,643;;;;;;
1834,1628;29,222;;;;;;
1834,163;28,979;;;;;;
1834,1632;28,652;;;;;;
1834,1634;29,921;;;;;;
1834,1636;28,637;;;;;;
1834,1638;29,301;;;;;;
1834,164;28,817;;;;;;
1834,1642;28,651;;;;;;
1834,1644;29,846;;;;;;
1834,1646;28,68;;;;;;
1834,1648;29,285;;;;;;
1834,165;28,816;;;;;;
1834,1652;28,7;;;;;;
1834,1654;29,933;;;;;;
1834,1656;28,741;;;;;;
1834,1658;29,365;;;;;;
1834,166;28,934;;;;;;
1834,1662;28,716;;;;;;
1834,1664;29,885;;;;;;
1834,1666;28,694;;;;;;
1834,1668;29,369;;;;;;
1834,167;28,856;;;;;;
1834,1672;28,662;;;;;;
1834,1674;29,902;;;;;;
1834,1676;28,689;;;;;;
1834,1678;29,347;;;;;;
1834,168;28,928;;;;;;
1834,1682;28,665;;;;;;
1834,1684;29,795;;;;;;
1834,1686;28,765;;;;;;
1834,1688;29,35;;;;;;
1834,169;28,872;;;;;;
1834,1692;28,745;;;;;;
1834,1694;29,887;;;;;;
1834,1696;28,746;;;;;;
1834,1698;29,415;;;;;;
1834,17;28,894;;;;;;
1834,1702;28,739;;;;;;
1834,1704;29,836;;;;;;
1834,1706;28,754;;;;;;
1834,1708;29,419;;;;;;
1834,171;28,887;;;;;;
1834,1712;28,748;;;;;;
1834,1714;29,878;;;;;;
1834,1716;28,758;;;;;;
1834,1718;29,446;;;;;;
1834,172;28,815;;;;;;
1834,1722;28,75;;;;;;
1834,1724;29,899;;;;;;
1834,1726;28,739;;;;;;
1834,1728;29,44;;;;;;
1834,173;28,877;;;;;;
1834,1732;28,775;;;;;;
1834,1734;29,851;;;;;;
1834,1736;28,743;;;;;;
1834,1738;29,448;;;;;;
1834,174;28,848;;;;;;
1834,1742;28,73;;;;;;
1834,1744;29,924;;;;;;
1834,1746;28,718;;;;;;
1834,1748;29,332;;;;;;
1834,175;28,849;;;;;;
1834,1752;28,743;;;;;;
1834,1754;29,889;;;;;;
1834,1756;28,685;;;;;;
1834,1758;29,473;;;;;;
1834,176;28,758;;;;;;
1834,1762;28,76;;;;;;
1834,1764;29,828;;;;;;
1834,1766;28,717;;;;;;
1834,1768;29,428;;;;;;
1834,177;28,792;;;;;;
1834,1772;28,691;;;;;;
1834,1774;29,893;;;;;;
1834,1776;28,767;;;;;;
1834,1778;29,42;;;;;;
1834,178;28,862;;;;;;
1834,1782;28,75;;;;;;
1834,1784;29,885;;;;;;
1834,1786;28,808;;;;;;
1834,1788;29,416;;;;;;
1834,179;28,767;;;;;;
1834,1792;28,637;;;;;;
1834,1794;29,909;;;;;;
1834,1796;28,711;;;;;;
1834,1798;29,414;;;;;;
1834,18;28,802;;;;;;
1834,1802;28,662;;;;;;
1834,1804;29,879;;;;;;
1834,1806;28,738;;;;;;
1834,1808;29,432;;;;;;
1834,181;28,846;;;;;;
1834,1812;28,683;;;;;;
1834,1814;29,887;;;;;;
1834,1816;28,619;;;;;;
1834,1818;29,397;;;;;;
1834,182;28,744;;;;;;
1834,1822;28,739;;;;;;
1834,1824;29,901;;;;;;
1834,1826;28,697;;;;;;
1834,1828;29,386;;;;;;
1834,183;28,771;;;;;;
1834,1832;28,65;;;;;;
1834,1834;29,854;;;;;;
1834,1836;28,684;;;;;;
1834,1838;29,385;;;;;;
1834,184;28,762;;;;;;
1834,1842;28,709;;;;;;
1834,1844;29,902;;;;;;
1834,1846;28,667;;;;;;
1834,1848;29,458;;;;;;
1834,185;28,799;;;;;;
1834,1852;28,735;;;;;;
1834,1854;29,895;;;;;;
1834,1856;28,713;;;;;;
1834,1858;29,462;;;;;;
1834,186;28,784;;;;;;
1834,1862;28,67;;;;;;
1834,1864;29,914;;;;;;
1834,1866;28,726;;;;;;
1834,1868;29,485;;;;;;
1834,187;28,815;;;;;;
1834,1872;28,57;;;;;;
1834,1874;29,989;;;;;;
1834,1876;28,679;;;;;;
1834,1878;29,461;;;;;;
1834,188;28,829;;;;;;
1834,1882;28,73;;;;;;
1834,1884;29,897;;;;;;
1834,1886;28,708;;;;;;
1834,1888;29,509;;;;;;
1834,189;28,766;;;;;;
1834,1892;28,682;;;;;;
1834,1894;29,975;;;;;;
1834,1896;28,665;;;;;;
1834,1898;29,422;;;;;;
1834,19;28,753;;;;;;
1834,1902;28,683;;;;;;
1834,1904;29,861;;;;;;
1834,1906;28,716;;;;;;
1834,1908;29,425;;;;;;
1834,191;28,772;;;;;;
1834,1912;28,734;;;;;;
1834,1914;29,96;;;;;;
1834,1916;28,688;;;;;;
1834,1918;29,421;;;;;;
1834,192;28,817;;;;;;
1834,1922;28,703;;;;;;
1834,1924;29,873;;;;;;
1834,1926;28,701;;;;;;
1834,1928;29,425;;;;;;
1834,193;28,774;;;;;;
1834,1932;28,662;;;;;;
1834,1934;29,846;;;;;;
1834,1936;28,63;;;;;;
1834,1938;29,449;;;;;;
1834,194;28,735;;;;;;
1834,1942;28,656;;;;;;
1834,1944;29,883;;;;;;
1834,1946;28,658;;;;;;
1834,1948;29,5;;;;;;
1834,195;28,715;;;;;;
1834,1952;28,679;;;;;;
1834,1954;29,965;;;;;;
1834,1956;28,711;;;;;;
1834,1958;29,518;;;;;;
1834,196;28,775;;;;;;
1834,1962;28,735;;;;;;
1834,1964;29,892;;;;;;
1834,1966;28,713;;;;;;
1834,1968;29,537;;;;;;
1834,197;28,786;;;;;;
1834,1972;28,636;;;;;;
1834,1974;29,888;;;;;;
1834,1976;28,765;;;;;;
