Time (s),USB Avg Current (mA)
2008.2938,28.906
2008.2940,29.398
2008.2942,28.667
2008.2944,29.507
2008.2946,28.697
2008.2948,28.986
2008.2950,29.442
2008.2952,28.637
2008.2954,29.518
2008.2956,28.631
2008.2958,29.026
2008.2960,29.307
2008.2962,28.703
2008.2964,29.543
2008.2966,28.699
2008.2968,28.996
2008.2970,29.377
2008.2972,28.727
2008.2974,29.481
2008.2976,28.724
2008.2978,29.029
2008.2980,29.361
2008.2982,28.667
2008.2984,29.477
2008.2986,28.628
2008.2988,29.11
2008.2990,29.23
2008.2992,28.697
2008.2994,29.51
2008.2996,28.657
2008.2998,29.058
2008.3000,29.239
2008.3002,28.648
2008.3004,29.485
2008.3006,28.651
2008.3008,29.108
2008.3010,29.179
2008.3012,28.628
2008.3014,29.486
2008.3016,28.599
2008.3018,29.149
2008.3020,29.154
2008.3022,28.686
2008.3024,29.459
2008.3026,28.615
2008.3028,29.172
2008.3030,29.132
2008.3032,28.698
2008.3034,29.535
2008.3036,28.756
2008.3038,29.184
2008.3040,29.165
2008.3042,29.523
2008.3044,28.662
2008.3046,29.166
2008.3048,29.173
2008.3050,28.695
2008.3052,29.534
2008.3054,28.631
2008.3056,29.203
2008.3058,29.102
2008.3060,28.661
2008.3062,29.492
2008.3064,28.61
2008.3066,29.28
2008.3068,29.071
2008.3070,28.605
2008.3072,29.493
2008.3074,28.703
2008.3076,29.289
2008.3078,29.085
2008.3080,28.735
2008.3082,29.496
2008.3084,28.643
2008.3086,29.275
2008.3088,29.058
2008.3090,28.725
2008.3092,29.535
2008.3094,28.73
2008.3096,29.349
2008.3098,29.118
2008.3100,28.649
2008.3102,29.525
2008.3104,28.7
2008.3106,29.323
2008.3108,29.109
2008.3110,28.674
2008.3112,29.482
2008.3114,28.666
2008.3116,29.374
2008.3118,29.026
2008.3120,28.743
2008.3122,29.489
2008.3124,28.646
2008.3126,29.312
2008.3128,29.05
2008.3130,28.673
2008.3132,29.477
2008.3134,28.665
2008.3136,29.41
2008.3138,28.995
2008.3140,28.758
2008.3142,29.428
2008.3144,28.685
2008.3146,29.409
2008.3148,28.907
2008.3150,28.623
2008.3152,29.465
2008.3154,28.615
2008.3156,29.231
2008.3158,29.037
2008.3160,28.723
2008.3162,29.498
2008.3164,28.61
2008.3166,29.558
2008.3168,29.041
2008.3170,28.667
2008.3172,29.518
2008.3174,28.615
2008.3176,29.471
2008.3178,28.945
2008.3180,28.633
2008.3182,29.434
2008.3184,28.644
2008.3186,29.408
2008.3188,28.933
2008.3190,28.679
2008.3192,29.443
2008.3194,28.682
2008.3196,28.964
2008.3198,28.646
2008.3200,29.465
2008.3202,28.639
2008.3204,29.446
2008.3206,29.008
2008.3208,28.655
2008.3210,29.501
2008.3212,28.761
2008.3214,29.504
2008.3216,28.953
2008.3218,28.631
2008.3220,29.504
2008.3222,28.607
2008.3224,29.407
2008.3226,29.02
2008.3228,28.688
2008.3230,29.473
2008.3232,28.621
2008.3234,29.467
2008.3236,28.891
2008.3238,28.599
2008.3240,29.489
2008.3242,28.623
2008.3244,29.59
2008.3246,28.869
2008.3248,28.628
2008.3250,29.507
2008.3252,28.593
2008.3254,29.621
2008.3256,28.823
2008.3258,28.711
2008.3260,29.579
2008.3262,28.74
2008.3264,29.561
2008.3266,28.814
2008.3268,28.689
2008.3270,29.57
2008.3272,28.676
2008.3274,29.597
2008.3276,28.839
2008.3278,28.715
2008.3280,29.543
2008.3282,28.72
2008.3284,29.57
2008.3286,28.844
2008.3288,28.723
2008.3290,29.466
2008.3292,28.696
2008.3294,29.64
2008.3296,28.869
2008.3298,28.707
2008.3300,29.545
2008.3302,28.604
2008.3304,29.603
2008.3306,28.831
2008.3308,28.644
2008.3310,29.5
2008.3312,28.661
2008.3314,29.68
2008.3316,28.795
2008.3318,28.746
2008.3320,29.524
2008.3322,28.747
2008.3324,29.652
2008.3326,28.807
2008.3328,28.712
2008.3330,29.528
2008.3332,28.708
2008.3334,29.677
2008.3336,28.764
2008.3338,28.692
2008.3340,29.534
2008.3342,28.728
2008.3344,29.621
2008.3346,28.835
2008.3348,28.684
2008.3350,28.697
2008.3352,29.674
2008.3354,28.886
2008.3356,28.655
2008.3358,29.48
2008.3360,28.615
2008.3362,29.687
2008.3364,28.756
2008.3366,28.658
2008.3368,29.449
2008.3370,28.661
2008.3372,29.72
2008.3374,28.761
2008.3376,28.668
2008.3378,29.525
2008.3380,28.61
2008.3382,29.634
2008.3384,28.772
2008.3386,28.61
2008.3388,29.497
2008.3390,28.581
2008.3392,29.665
2008.3394,28.795
2008.3396,28.697
2008.3398,29.534
2008.3400,28.585
2008.3402,29.744
2008.3404,28.809
2008.3406,28.626
2008.3408,29.337
2008.3410,28.746
2008.3412,29.765
2008.3414,28.775
2008.3416,28.692
2008.3418,29.495
2008.3420,28.699
2008.3422,29.744
2008.3424,28.78
2008.3426,28.718
2008.3428,29.519
2008.3430,28.77
2008.3432,29.723
2008.3434,28.861
2008.3436,28.634
2008.3438,29.55
2008.3440,28.613
2008.3442,29.765
2008.3444,28.825
2008.3446,28.666
2008.3448,29.523
2008.3450,28.643
2008.3452,29.737
2008.3454,28.7
2008.3456,28.657
2008.3458,29.46
2008.3460,28.69
2008.3462,29.683
2008.3464,28.705
2008.3466,28.661
2008.3468,29.516
2008.3470,28.646
2008.3472,29.68
2008.3474,28.681
2008.3476,28.719
2008.3478,29.447
2008.3480,28.703
2008.3482,29.77
2008.3484,28.738
2008.3486,28.673
2008.3488,29.565
2008.3490,28.741
2008.3492,29.719
2008.3494,28.803
2008.3496,28.695
2008.3498,29.513
2008.3500,28.625
2008.3502,29.772
2008.3504,28.67
2008.3506,29.495
2008.3508,28.724
2008.3510,29.755
2008.3512,28.737
2008.3514,28.669
2008.3516,29.514
2008.3518,28.653
2008.3520,29.77
2008.3522,28.727
2008.3524,28.693
2008.3526,29.456
2008.3528,28.691
2008.3530,29.753
2008.3532,28.7
2008.3534,28.605
2008.3536,29.504
2008.3538,28.613
2008.3540,29.79
2008.3542,28.699
2008.3544,28.632
2008.3546,29.483
2008.3548,28.613
2008.3550,29.76
2008.3552,28.692
2008.3554,28.649
2008.3556,29.592
2008.3558,28.614
2008.3560,29.735
2008.3562,28.728
2008.3564,28.643
2008.3566,29.567
2008.3568,28.707
2008.3570,29.816
2008.3572,28.686
2008.3574,28.742
2008.3576,29.379
2008.3578,28.685
2008.3580,29.801
2008.3582,28.717
2008.3584,28.667
2008.3586,29.462
2008.3588,28.638
2008.3590,29.736
2008.3592,28.686
2008.3594,28.704
2008.3596,29.47
2008.3598,28.736
2008.3600,29.743
2008.3602,28.77
2008.3604,28.732
2008.3606,29.522
2008.3608,28.779
2008.3610,29.778
2008.3612,28.797
2008.3614,28.692
2008.3616,29.502
2008.3618,28.669
2008.3620,29.791
2008.3622,28.722
2008.3624,28.643
2008.3626,29.51
2008.3628,28.678
2008.3630,29.751
2008.3632,28.67
2008.3634,28.725
2008.3636,29.515
2008.3638,28.676
2008.3640,29.816
2008.3642,28.715
2008.3644,28.646
2008.3646,29.485
2008.3648,28.624
2008.3650,29.754
2008.3652,28.702
2008.3654,28.694
2008.3656,29.483
2008.3658,28.794
2008.3660,29.778
2008.3662,28.754
2008.3664,28.717
2008.3666,29.575
2008.3668,28.724
2008.3670,29.841
2008.3672,28.721
2008.3674,28.714
2008.3676,29.579
2008.3678,28.737
2008.3680,29.814
2008.3682,28.706
2008.3684,28.694
2008.3686,29.537
2008.3688,28.717
2008.3690,29.827
2008.3692,28.663
2008.3694,28.663
2008.3696,29.546
2008.3698,28.706
2008.3700,29.811
2008.3702,28.737
2008.3704,28.676
2008.3706,29.59
2008.3708,28.73
2008.3710,29.846
2008.3712,28.799
2008.3714,28.724
2008.3716,29.556
2008.3718,28.597
2008.3720,29.788
2008.3722,28.73
2008.3724,28.609
2008.3726,29.49
2008.3728,28.613
2008.3730,29.862
2008.3732,28.7
2008.3734,28.691
2008.3736,29.452
2008.3738,28.664
2008.3740,29.854
2008.3742,28.61
2008.3744,28.818
2008.3746,29.537
2008.3748,28.725
2008.3750,29.777
2008.3752,28.827
2008.3754,28.606
2008.3756,29.463
2008.3758,28.61
2008.3760,29.784
2008.3762,28.658
2008.3764,28.663
2008.3766,29.489
2008.3768,28.685
2008.3770,29.813
2008.3772,28.77
2008.3774,28.709
2008.3776,29.501
2008.3778,28.65
2008.3780,29.786
2008.3782,28.702
2008.3784,28.65
2008.3786,29.518
2008.3788,28.666
2008.3790,29.742
2008.3792,28.733
2008.3794,28.633
2008.3796,29.513
2008.3798,28.613
2008.3800,29.808
2008.3802,28.615
2008.3804,28.75
2008.3806,29.471
2008.3808,28.63
2008.3810,29.922
2008.3812,28.678
2008.3814,28.661
2008.3816,29.444
2008.3818,28.607
2008.3820,29.837
2008.3822,28.626
2008.3824,28.645
2008.3826,29.504
2008.3828,28.724
2008.3830,29.823
2008.3832,28.727
2008.3834,28.751
2008.3836,29.471
2008.3838,28.721
2008.3840,29.819
2008.3842,28.768
2008.3844,28.65
2008.3846,29.545
2008.3848,28.649
2008.3850,29.815
2008.3852,28.765
2008.3854,28.7
2008.3856,29.484
2008.3858,28.708
2008.3860,29.793
2008.3862,28.658
2008.3864,28.724
2008.3866,29.507
2008.3868,28.77
2008.3870,29.839
2008.3872,28.755
2008.3874,28.712
2008.3876,29.55
2008.3878,28.719
2008.3880,29.674
2008.3882,28.724
2008.3884,28.716
2008.3886,29.543
2008.3888,28.676
2008.3890,29.769
2008.3892,28.636
2008.3894,28.78
2008.3896,29.495
2008.3898,28.665
2008.3900,29.865
2008.3902,28.671
2008.3904,28.667
2008.3906,29.528
2008.3908,28.712
2008.3910,29.813
2008.3912,28.771
2008.3914,28.636
2008.3916,29.49
2008.3918,28.643
2008.3920,29.814
2008.3922,28.64
2008.3924,28.672
2008.3926,29.565
2008.3928,28.649
2008.3930,29.839
2008.3932,28.646
2008.3934,28.658
2008.3936,29.531
2008.3938,28.694
2008.3940,29.759
2008.3942,28.654
2008.3944,28.651
2008.3946,29.496
2008.3948,28.615
2008.3950,29.8
2008.3952,28.727
2008.3954,28.591
2008.3956,29.466
2008.3958,28.727
2008.3960,29.853
2008.3962,28.738
2008.3964,28.733
2008.3966,29.537
2008.3968,28.664
2008.3970,29.839
2008.3972,28.807
2008.3974,28.724
2008.3976,29.519
2008.3978,28.641
2008.3980,29.832
2008.3982,28.769
2008.3984,28.592
2008.3986,29.538
2008.3988,28.543
2008.3990,29.944
2008.3992,28.679
2008.3994,28.624
2008.3996,29.508
2008.3998,28.65
2008.4000,29.753
2008.4002,28.661
2008.4004,28.657
2008.4006,29.428
2008.4008,28.626
2008.4010,29.817
2008.4012,28.685
2008.4014,28.644
2008.4016,29.517
2008.4018,28.644
2008.4020,29.838
2008.4022,28.686
2008.4024,28.667
2008.4026,29.443
2008.4028,28.643
2008.4030,29.853
2008.4032,28.798
2008.4034,28.634
2008.4036,29.549
2008.4038,28.699
2008.4040,29.853
2008.4042,28.749
2008.4044,28.748
2008.4046,29.492
2008.4048,28.727
2008.4050,29.838
2008.4052,28.735
2008.4054,28.661
2008.4056,29.475
2008.4058,28.741
2008.4060,29.84
2008.4062,28.722
2008.4064,28.685
2008.4066,29.471
2008.4068,28.619
2008.4070,29.823
2008.4072,28.663
2008.4074,28.647
2008.4076,29.48
2008.4078,28.685
2008.4080,29.85
2008.4082,28.671
2008.4084,28.69
2008.4086,29.484
2008.4088,28.635
2008.4090,29.855
2008.4092,28.653
2008.4094,28.661
2008.4096,29.467
2008.4098,28.729
2008.4100,29.829
2008.4102,28.673
2008.4104,28.788
2008.4106,29.436
2008.4108,28.756
2008.4110,29.813
2008.4112,28.758
2008.4114,28.655
2008.4116,29.486
2008.4118,28.625
2008.4120,29.835
2008.4122,28.667
2008.4124,28.655
2008.4126,29.459
2008.4128,28.617
2008.4130,29.865
2008.4132,28.679
2008.4134,28.664
2008.4136,29.495
2008.4138,28.687
2008.4140,29.904
2008.4142,28.619
2008.4144,28.732
2008.4146,29.424
2008.4148,28.76
2008.4150,29.898
2008.4152,28.746
2008.4154,28.718
2008.4156,29.437
2008.4158,28.657
2008.4160,29.839
2008.4162,28.639
2008.4164,28.664
2008.4166,29.409
2008.4168,28.685
2008.4170,29.843
2008.4172,28.763
2008.4174,28.642
2008.4176,29.422
2008.4178,28.713
2008.4180,29.799
2008.4182,28.696
2008.4184,28.697
2008.4186,29.358
2008.4188,28.713
2008.4190,29.885
2008.4192,28.716
2008.4194,28.688
2008.4196,29.452
2008.4198,28.76
2008.4200,29.808
2008.4202,28.733
2008.4204,28.69
2008.4206,29.422
2008.4208,28.675
2008.4210,29.848
2008.4212,28.686
2008.4214,28.77
2008.4216,29.263
2008.4218,28.715
2008.4220,29.789
2008.4222,28.703
2008.4224,28.816
2008.4226,29.191
2008.4228,28.727
2008.4230,29.858
2008.4232,28.667
2008.4234,28.775
2008.4236,29.355
2008.4238,28.663
2008.4240,28.684
2008.4242,28.745
2008.4244,29.355
2008.4246,28.601
2008.4248,29.847
2008.4250,28.687
2008.4252,28.709
2008.4254,29.314
2008.4256,28.743
2008.4258,29.822
2008.4260,28.692
2008.4262,28.806
2008.4264,29.263
2008.4266,28.739
2008.4268,29.774
2008.4270,28.73
2008.4272,28.797
2008.4274,29.219
2008.4276,28.638
2008.4278,29.908
2008.4280,28.762
2008.4282,28.813
2008.4284,29.281
2008.4286,28.689
2008.4288,29.843
2008.4290,28.75
2008.4292,28.856
2008.4294,29.314
2008.4296,28.698
2008.4298,29.834
2008.4300,28.767
2008.4302,28.811
2008.4304,29.235
2008.4306,28.634
2008.4308,29.866
2008.4310,28.65
2008.4312,28.857
2008.4314,29.239
2008.4316,28.752
2008.4318,29.895
2008.4320,28.746
2008.4322,28.959
2008.4324,29.207
2008.4326,28.721
2008.4328,29.808
2008.4330,28.739
2008.4332,28.866
2008.4334,29.114
2008.4336,28.656
2008.4338,29.862
2008.4340,28.643
2008.4342,28.921
2008.4344,29.059
2008.4346,28.67
2008.4348,29.893
2008.4350,28.735
2008.4352,28.953
2008.4354,29.197
2008.4356,28.694
2008.4358,29.867
2008.4360,28.785
2008.4362,28.854
2008.4364,29.183
2008.4366,28.74
2008.4368,29.883
2008.4370,28.709
2008.4372,28.996
2008.4374,29.061
2008.4376,28.659
2008.4378,29.808
2008.4380,28.742
2008.4382,28.955
2008.4384,29.044
2008.4386,28.682
2008.4388,29.892
2008.4390,28.64
2008.4392,28.997
2008.4394,29.016
2008.4396,28.704
2008.4398,29.852
2008.4400,28.746
2008.4402,29.024
2008.4404,29.058
2008.4406,28.754
2008.4408,29.864
2008.4410,28.743
2008.4412,29.101
2008.4414,29.066
2008.4416,28.724
2008.4418,29.916
2008.4420,28.747
2008.4422,29.07
2008.4424,29.06
2008.4426,28.649
2008.4428,29.921
2008.4430,28.706
2008.4432,29.029
2008.4434,28.969
2008.4436,28.74
2008.4438,29.892
2008.4440,28.73
2008.4442,29.083
2008.4444,29.076
2008.4446,28.64
2008.4448,29.877
2008.4450,28.732
2008.4452,29.08
2008.4454,29.058
2008.4456,28.651
2008.4458,29.86
2008.4460,28.663
2008.4462,29.092
2008.4464,29.042
2008.4466,28.633
2008.4468,29.883
2008.4470,28.677
2008.4472,29.17
2008.4474,28.971
2008.4476,28.734
2008.4478,29.852
2008.4480,28.682
2008.4482,29.118
2008.4484,28.959
2008.4486,28.77
2008.4488,29.852
2008.4490,28.763
2008.4492,29.166
2008.4494,29.024
2008.4496,28.688
2008.4498,29.771
2008.4500,28.785
2008.4502,29.207
2008.4504,29.05
2008.4506,28.67
2008.4508,29.856
2008.4510,28.763
2008.4512,29.203
2008.4514,29.024
2008.4516,28.673
2008.4518,29.906
2008.4520,28.784
2008.4522,29.188
2008.4524,28.971
2008.4526,28.653
2008.4528,29.882
2008.4530,28.715
2008.4532,29.25
2008.4534,28.991
2008.4536,28.642
2008.4538,29.87
2008.4540,28.666
2008.4542,29.278
2008.4544,28.875
2008.4546,28.646
2008.4548,29.868
2008.4550,28.796
2008.4552,29.272
2008.4554,28.911
2008.4556,28.64
2008.4558,29.855
2008.4560,28.712
2008.4562,29.275
2008.4564,28.866
2008.4566,28.692
2008.4568,29.922
2008.4570,28.656
2008.4572,29.311
2008.4574,28.872
2008.4576,28.672
2008.4578,29.874
2008.4580,28.801
2008.4582,29.284
2008.4584,28.816
2008.4586,28.698
2008.4588,29.853
2008.4590,28.729
2008.4592,29.316
2008.4594,28.814
2008.4596,28.672
2008.4598,29.883
2008.4600,28.717
2008.4602,29.282
2008.4604,28.878
2008.4606,28.675
2008.4608,29.862
2008.4610,28.727
2008.4612,29.285
2008.4614,28.818
2008.4616,28.635
2008.4618,29.978
2008.4620,28.639
2008.4622,34.51
2008.4624,29.466
2008.4626,29.328
2008.4628,30.517
2008.4630,29.353
2008.4632,29.733
2008.4634,28.881
2008.4636,28.723
2008.4638,29.865
2008.4640,28.7
2008.4642,29.315
2008.4644,28.862
2008.4646,28.687
2008.4648,29.895
2008.4650,28.698
2008.4652,29.375
2008.4654,28.822
2008.4656,28.718
2008.4658,29.919
2008.4660,28.71
2008.4662,29.262
2008.4664,28.839
2008.4666,28.639
2008.4668,29.801
2008.4670,28.829
2008.4672,29.242
2008.4674,28.796
2008.4676,28.77
2008.4678,29.885
2008.4680,28.723
2008.4682,29.378
2008.4684,28.855
2008.4686,28.728
2008.4688,29.883
2008.4690,28.701
2008.4692,29.423
2008.4694,28.743
2008.4696,28.724
2008.4698,29.891
2008.4700,28.677
2008.4702,29.371
2008.4704,28.785
2008.4706,28.728
2008.4708,29.861
2008.4710,28.649
2008.4712,29.347
2008.4714,28.726
2008.4716,28.771
2008.4718,29.833
2008.4720,28.572
2008.4722,29.498
2008.4724,28.812
2008.4726,28.731
2008.4728,29.844
2008.4730,28.663
2008.4732,29.311
2008.4734,28.782
2008.4736,28.783
2008.4738,29.874
2008.4740,28.735
2008.4742,29.395
2008.4744,28.81
2008.4746,28.676
2008.4748,29.919
2008.4750,29.445
2008.4752,28.842
2008.4754,28.703
2008.4756,29.898
2008.4758,28.721
2008.4760,29.393
2008.4762,28.829
2008.4764,28.681
2008.4766,29.859
2008.4768,28.709
2008.4770,29.341
2008.4772,28.801
2008.4774,28.633
2008.4776,29.872
2008.4778,28.746
2008.4780,29.442
2008.4782,28.837
2008.4784,28.682
2008.4786,29.894
2008.4788,28.735
2008.4790,29.431
2008.4792,28.799
2008.4794,28.631
2008.4796,29.865
2008.4798,28.639
2008.4800,29.356
2008.4802,28.712
2008.4804,28.688
2008.4806,29.901
2008.4808,28.634
2008.4810,29.433
2008.4812,28.713
2008.4814,28.682
2008.4816,29.877
2008.4818,28.734
2008.4820,29.398
2008.4822,28.765
2008.4824,28.698
2008.4826,29.859
2008.4828,28.769
2008.4830,29.408
2008.4832,28.789
2008.4834,28.701
2008.4836,29.871
2008.4838,28.665
2008.4840,29.456
2008.4842,28.741
2008.4844,28.703
2008.4846,29.907
2008.4848,28.758
2008.4850,29.468
2008.4852,28.757
2008.4854,28.703
2008.4856,29.898
2008.4858,28.712
2008.4860,29.47
2008.4862,28.767
2008.4864,28.745
2008.4866,29.889
2008.4868,28.655
2008.4870,29.433
2008.4872,28.71
2008.4874,28.667
2008.4876,29.924
2008.4878,28.595
2008.4880,29.453
2008.4882,28.694
2008.4884,28.67
2008.4886,29.859
2008.4888,28.678
2008.4890,29.394
2008.4892,28.707
2008.4894,28.664
2008.4896,29.864
2008.4898,28.644
2008.4900,29.402
2008.4902,28.657
2008.4904,29.979
2008.4906,28.686
2008.4908,29.495
2008.4910,28.776
2008.4912,28.643
2008.4914,29.829
2008.4916,28.764
2008.4918,29.495
2008.4920,28.746
2008.4922,28.688
2008.4924,29.833
2008.4926,28.75
2008.4928,29.447
2008.4930,28.687
2008.4932,28.631
2008.4934,29.844
2008.4936,28.679
2008.4938,29.44
2008.4940,28.688
2008.4942,28.718
2008.4944,29.815
2008.4946,28.723
2008.4948,29.429
2008.4950,28.684
2008.4952,28.77
2008.4954,29.853
2008.4956,28.667
2008.4958,29.394
2008.4960,28.758
2008.4962,28.508
2008.4964,29.908
2008.4966,28.612
2008.4968,29.422
2008.4970,28.718
2008.4972,28.633
2008.4974,29.844
2008.4976,28.634
2008.4978,29.452
2008.4980,28.673
2008.4982,28.616
2008.4984,29.85
2008.4986,28.701
2008.4988,29.504
2008.4990,28.781
2008.4992,28.69
2008.4994,29.856
2008.4996,28.733
2008.4998,29.483
2008.5000,28.753
2008.5002,28.679
2008.5004,29.868
2008.5006,28.724
2008.5008,29.465
2008.5010,28.708
2008.5012,28.673
2008.5014,29.894
2008.5016,28.688
2008.5018,29.452
2008.5020,28.746
2008.5022,28.722
2008.5024,29.925
2008.5026,28.69
2008.5028,29.471
2008.5030,28.834
2008.5032,28.598
2008.5034,29.845
2008.5036,28.649
2008.5038,29.47
2008.5040,28.785
2008.5042,28.663
2008.5044,29.865
2008.5046,28.693
2008.5048,29.5
2008.5050,28.753
2008.5052,28.691
2008.5054,29.907
2008.5056,28.654
2008.5058,28.714
2008.5060,28.604
2008.5062,29.912
2008.5064,28.691
2008.5066,29.439
2008.5068,28.727
2008.5070,28.628
2008.5072,29.868
2008.5074,28.694
2008.5076,29.509
2008.5078,28.76
2008.5080,28.682
2008.5082,29.87
2008.5084,28.7
2008.5086,29.543
2008.5088,28.678
2008.5090,28.636
2008.5092,29.814
2008.5094,28.667
2008.5096,29.423
2008.5098,28.701
2008.5100,28.593
2008.5102,29.846
2008.5104,28.676
2008.5106,29.408
2008.5108,28.694
2008.5110,28.728
2008.5112,29.82
2008.5114,28.77
2008.5116,29.422
2008.5118,28.686
2008.5120,28.695
2008.5122,29.949
2008.5124,28.726
2008.5126,29.45
2008.5128,28.683
2008.5130,28.658
2008.5132,29.799
2008.5134,28.684
2008.5136,29.422
2008.5138,28.609
2008.5140,28.721
2008.5142,29.838
2008.5144,28.594
2008.5146,29.495
2008.5148,28.718
2008.5150,28.615
2008.5152,29.86
2008.5154,28.673
2008.5156,29.447
2008.5158,28.691
2008.5160,28.65
2008.5162,29.849
2008.5164,28.667
2008.5166,29.466
2008.5168,28.661
2008.5170,28.665
2008.5172,29.849
2008.5174,28.724
2008.5176,29.517
2008.5178,28.653
2008.5180,28.66
2008.5182,29.859
2008.5184,28.636
2008.5186,29.434
2008.5188,28.657
2008.5190,28.688
2008.5192,29.87
2008.5194,28.68
2008.5196,29.444
2008.5198,28.665
2008.5200,28.638
2008.5202,29.841
2008.5204,28.645
2008.5206,29.495
2008.5208,28.624
2008.5210,28.656
2008.5212,28.589
2008.5214,29.507
2008.5216,28.695
2008.5218,28.689
2008.5220,29.931
2008.5222,28.712
2008.5224,29.463
2008.5226,28.746
2008.5228,28.712
2008.5230,29.882
2008.5232,28.676
2008.5234,29.523
2008.5236,28.671
2008.5238,28.728
2008.5240,29.892
2008.5242,28.656
2008.5244,29.553
2008.5246,28.766
2008.5248,28.64
2008.5250,29.835
2008.5252,28.726
2008.5254,29.55
2008.5256,28.725
2008.5258,28.673
2008.5260,29.842
2008.5262,28.806
2008.5264,29.487
2008.5266,28.629
2008.5268,28.698
2008.5270,29.815
2008.5272,28.715
2008.5274,29.486
2008.5276,28.681
2008.5278,28.628
2008.5280,29.854
2008.5282,28.713
2008.5284,29.495
2008.5286,28.77
2008.5288,28.579
2008.5290,29.895
2008.5292,28.576
2008.5294,29.509
2008.5296,28.709
2008.5298,28.63
2008.5300,29.882
2008.5302,28.686
2008.5304,29.501
2008.5306,28.689
2008.5308,28.691
2008.5310,29.904
2008.5312,28.684
2008.5314,29.521
2008.5316,28.694
2008.5318,28.718
2008.5320,29.841
2008.5322,28.657
2008.5324,29.425
2008.5326,28.706
2008.5328,28.663
2008.5330,29.851
2008.5332,28.517
2008.5334,29.524
2008.5336,28.646
2008.5338,28.658
2008.5340,29.84
2008.5342,28.616
2008.5344,29.477
2008.5346,28.685
2008.5348,28.565
2008.5350,29.891
2008.5352,28.657
2008.5354,29.431
2008.5356,28.721
2008.5358,28.683
2008.5360,29.828
2008.5362,28.685
2008.5364,29.443
2008.5366,28.646
2008.5368,29.821
2008.5370,28.667
2008.5372,29.389
2008.5374,28.658
2008.5376,28.621
2008.5378,29.81
2008.5380,28.625
2008.5382,29.462
2008.5384,28.656
2008.5386,28.672
2008.5388,29.891
2008.5390,28.642
2008.5392,29.447
2008.5394,28.694
2008.5396,28.646
2008.5398,29.865
2008.5400,28.682
2008.5402,29.483
2008.5404,28.702
2008.5406,28.582
2008.5408,29.882
2008.5410,28.652
2008.5412,29.451
2008.5414,28.632
2008.5416,28.613
2008.5418,29.859
2008.5420,28.658
2008.5422,29.538
2008.5424,28.64
2008.5426,28.711
2008.5428,29.811
2008.5430,28.744
2008.5432,29.463
2008.5434,28.739
2008.5436,28.616
2008.5438,29.825
2008.5440,28.624
2008.5442,29.419
2008.5444,28.688
2008.5446,28.634
2008.5448,29.905
2008.5450,28.595
2008.5452,29.467
2008.5454,28.648
2008.5456,28.598
2008.5458,29.847
2008.5460,28.621
2008.5462,29.44
2008.5464,28.696
2008.5466,28.723
2008.5468,29.759
2008.5470,28.599
2008.5472,29.573
2008.5474,28.662
2008.5476,28.626
2008.5478,29.835
2008.5480,28.655
2008.5482,29.437
2008.5484,28.804
2008.5486,28.649
2008.5488,29.889
2008.5490,28.68
2008.5492,29.48
2008.5494,28.652
2008.5496,28.76
2008.5498,29.714
2008.5500,28.62
2008.5502,29.402
2008.5504,28.726
2008.5506,28.619
2008.5508,29.798
2008.5510,28.601
2008.5512,29.499
2008.5514,28.693
2008.5516,28.686
2008.5518,29.762
2008.5520,29.425
2008.5522,28.673
2008.5524,28.703
2008.5526,29.803
2008.5528,28.747
2008.5530,29.514
2008.5532,28.694
2008.5534,28.686
2008.5536,29.812
2008.5538,28.711
2008.5540,29.501
2008.5542,28.741
2008.5544,28.709
2008.5546,29.748
2008.5548,28.688
2008.5550,29.603
2008.5552,28.721
2008.5554,28.692
2008.5556,29.786
2008.5558,28.693
2008.5560,29.547
2008.5562,28.655
2008.5564,28.716
2008.5566,29.682
2008.5568,28.717
2008.5570,29.511
2008.5572,28.625
2008.5574,28.775
2008.5576,29.719
2008.5578,28.65
2008.5580,29.474
2008.5582,28.638
2008.5584,28.687
2008.5586,29.693
2008.5588,28.648
2008.5590,29.488
2008.5592,28.706
2008.5594,28.73
2008.5596,29.636
2008.5598,28.65
2008.5600,29.404
2008.5602,28.685
2008.5604,28.706
2008.5606,29.703
2008.5608,28.683
2008.5610,29.513
2008.5612,28.781
2008.5614,28.777
2008.5616,29.601
2008.5618,28.668
2008.5620,29.496
2008.5622,28.7
2008.5624,28.728
2008.5626,29.624
2008.5628,28.601
2008.5630,29.506
2008.5632,28.655
2008.5634,28.781
2008.5636,29.612
2008.5638,28.656
2008.5640,29.581
2008.5642,28.718
2008.5644,28.755
2008.5646,29.648
2008.5648,28.649
2008.5650,29.455
2008.5652,28.696
2008.5654,28.77
2008.5656,29.596
2008.5658,28.632
2008.5660,29.467
2008.5662,28.58
2008.5664,28.857
2008.5666,29.465
2008.5668,28.616
2008.5670,29.48
2008.5672,28.769
2008.5674,29.452
2008.5676,28.656
2008.5678,29.465
2008.5680,28.625
2008.5682,28.922
2008.5684,29.41
2008.5686,28.703
2008.5688,29.522
2008.5690,28.696
2008.5692,28.917
2008.5694,29.462
2008.5696,28.703
2008.5698,29.484
2008.5700,28.613
2008.5702,28.876
2008.5704,29.425
2008.5706,28.594
2008.5708,29.525
2008.5710,28.653
2008.5712,28.913
2008.5714,29.363
2008.5716,28.669
2008.5718,29.502
2008.5720,28.643
2008.5722,28.93
2008.5724,29.371
2008.5726,28.644
2008.5728,29.459
2008.5730,28.668
2008.5732,28.996
