Time (s),USB Avg Current (mA)
1997.0834,28.764
1997.0836,29.874
1997.0838,28.746
1997.0840,29.412
1997.0842,28.737
1997.0844,28.743
1997.0846,29.911
1997.0848,28.728
1997.0850,29.463
1997.0852,28.801
1997.0854,28.712
1997.0856,29.861
1997.0858,28.732
1997.0860,29.407
1997.0862,28.785
1997.0864,28.67
1997.0866,29.869
1997.0868,28.656
1997.0870,29.4
1997.0872,28.735
1997.0874,28.723
1997.0876,29.905
1997.0878,28.722
1997.0880,29.438
1997.0882,28.703
1997.0884,28.671
1997.0886,29.883
1997.0888,28.634
1997.0890,29.485
1997.0892,28.692
1997.0894,28.728
1997.0896,29.851
1997.0898,28.705
1997.0900,29.463
1997.0902,28.689
1997.0904,28.614
1997.0906,29.866
1997.0908,28.593
1997.0910,29.433
1997.0912,28.645
1997.0914,28.64
1997.0916,29.872
1997.0918,28.701
1997.0920,29.443
1997.0922,28.776
1997.0924,28.663
1997.0926,29.865
1997.0928,28.74
1997.0930,29.456
1997.0932,28.675
1997.0934,28.648
1997.0936,29.887
1997.0938,28.59
1997.0940,29.451
1997.0942,28.653
1997.0944,28.649
1997.0946,29.829
1997.0948,28.717
1997.0950,29.4
1997.0952,28.704
1997.0954,29.859
1997.0956,28.686
1997.0958,29.442
1997.0960,28.73
1997.0962,28.671
1997.0964,29.811
1997.0966,28.74
1997.0968,29.532
1997.0970,28.701
1997.0972,28.645
1997.0974,29.84
1997.0976,28.687
1997.0978,29.448
1997.0980,28.572
1997.0982,28.804
1997.0984,29.805
1997.0986,28.669
1997.0988,29.403
1997.0990,28.682
1997.0992,28.717
1997.0994,29.856
1997.0996,28.66
1997.0998,29.465
1997.1000,28.773
1997.1002,28.65
1997.1004,29.814
1997.1006,28.679
1997.1008,29.458
1997.1010,28.72
1997.1012,28.626
1997.1014,29.868
1997.1016,28.693
1997.1018,29.316
1997.1020,28.839
1997.1022,28.689
1997.1024,29.86
1997.1026,28.649
1997.1028,29.458
1997.1030,28.762
1997.1032,28.578
1997.1034,29.835
1997.1036,28.672
1997.1038,29.385
1997.1040,28.644
1997.1042,28.701
1997.1044,29.894
1997.1046,28.709
1997.1048,29.431
1997.1050,28.761
1997.1052,28.641
1997.1054,29.859
1997.1056,28.61
1997.1058,29.488
1997.1060,28.647
1997.1062,28.722
1997.1064,29.732
1997.1066,28.709
1997.1068,29.439
1997.1070,28.707
1997.1072,28.638
1997.1074,29.827
1997.1076,28.632
1997.1078,29.427
1997.1080,28.665
1997.1082,28.661
1997.1084,29.877
1997.1086,28.669
1997.1088,29.484
1997.1090,28.781
1997.1092,28.709
1997.1094,29.878
1997.1096,28.71
1997.1098,29.472
1997.1100,28.77
1997.1102,28.581
1997.1104,29.853
1997.1106,28.626
1997.1108,28.668
1997.1110,28.632
1997.1112,29.849
1997.1114,28.648
1997.1116,29.454
1997.1118,28.686
1997.1120,28.622
1997.1122,29.859
1997.1124,28.575
1997.1126,29.48
1997.1128,28.685
1997.1130,28.681
1997.1132,29.859
1997.1134,28.621
1997.1136,29.495
1997.1138,28.722
1997.1140,28.764
1997.1142,29.819
1997.1144,28.713
1997.1146,29.501
1997.1148,28.815
1997.1150,28.674
1997.1152,29.858
1997.1154,28.716
1997.1156,29.481
1997.1158,28.707
1997.1160,28.65
1997.1162,29.832
1997.1164,28.686
1997.1166,29.439
1997.1168,28.666
1997.1170,28.639
1997.1172,29.85
1997.1174,28.677
1997.1176,29.418
1997.1178,28.689
1997.1180,28.639
1997.1182,29.861
1997.1184,28.692
1997.1186,29.47
1997.1188,28.687
1997.1190,28.651
1997.1192,29.832
1997.1194,28.701
1997.1196,29.491
1997.1198,28.73
1997.1200,28.72
1997.1202,29.861
1997.1204,28.687
1997.1206,29.509
1997.1208,28.766
1997.1210,28.677
1997.1212,29.856
1997.1214,28.7
1997.1216,29.46
1997.1218,28.747
1997.1220,28.706
1997.1222,29.754
1997.1224,28.677
1997.1226,29.491
1997.1228,28.611
1997.1230,28.632
1997.1232,29.845
1997.1234,28.581
1997.1236,29.493
1997.1238,28.675
1997.1240,28.698
1997.1242,29.897
1997.1244,28.627
1997.1246,29.48
1997.1248,28.719
1997.1250,28.74
1997.1252,29.858
1997.1254,28.68
1997.1256,29.483
1997.1258,28.654
1997.1260,28.647
1997.1262,29.905
1997.1264,28.732
1997.1266,29.473
1997.1268,28.697
1997.1270,28.676
1997.1272,29.826
1997.1274,28.685
1997.1276,29.502
1997.1278,28.674
1997.1280,28.644
1997.1282,29.841
1997.1284,28.67
1997.1286,29.514
1997.1288,28.704
1997.1290,28.671
1997.1292,29.805
1997.1294,28.781
1997.1296,29.578
1997.1298,28.743
1997.1300,28.701
1997.1302,29.887
1997.1304,28.692
1997.1306,29.547
1997.1308,28.715
1997.1310,28.63
1997.1312,29.873
1997.1314,28.736
1997.1316,29.523
1997.1318,28.713
1997.1320,28.681
1997.1322,29.901
1997.1324,28.603
1997.1326,29.493
1997.1328,28.617
1997.1330,28.656
1997.1332,29.871
1997.1334,28.724
1997.1336,29.57
1997.1338,28.743
1997.1340,28.669
1997.1342,29.862
1997.1344,28.75
1997.1346,29.527
1997.1348,28.709
1997.1350,28.632
1997.1352,29.83
1997.1354,28.718
1997.1356,29.424
1997.1358,28.722
1997.1360,28.678
1997.1362,29.826
1997.1364,28.641
1997.1366,29.608
1997.1368,28.638
1997.1370,28.651
1997.1372,29.818
1997.1374,28.614
1997.1376,29.472
1997.1378,28.614
1997.1380,28.679
1997.1382,29.859
1997.1384,28.602
1997.1386,29.437
1997.1388,28.677
1997.1390,28.644
1997.1392,29.836
1997.1394,28.653
1997.1396,29.492
1997.1398,28.69
1997.1400,28.73
1997.1402,29.844
1997.1404,28.598
1997.1406,29.485
1997.1408,28.65
1997.1410,28.718
1997.1412,29.85
1997.1414,28.682
1997.1416,29.457
1997.1418,28.713
1997.1420,28.74
1997.1422,29.812
1997.1424,28.659
1997.1426,29.506
1997.1428,28.649
1997.1430,28.701
1997.1432,29.82
1997.1434,28.69
1997.1436,29.547
1997.1438,28.722
1997.1440,28.714
1997.1442,29.884
1997.1444,28.764
1997.1446,29.5
1997.1448,28.703
1997.1450,28.73
1997.1452,29.835
1997.1454,28.713
1997.1456,29.565
1997.1458,28.688
1997.1460,28.704
1997.1462,29.859
1997.1464,28.661
1997.1466,29.532
1997.1468,28.709
1997.1470,28.623
1997.1472,29.811
1997.1474,28.671
1997.1476,29.463
1997.1478,28.638
1997.1480,28.695
1997.1482,29.797
1997.1484,28.68
1997.1486,29.475
1997.1488,28.647
1997.1490,28.656
1997.1492,29.778
1997.1494,28.63
1997.1496,29.493
1997.1498,28.617
1997.1500,28.726
1997.1502,29.769
1997.1504,28.67
1997.1506,29.578
1997.1508,28.701
1997.1510,28.663
1997.1512,29.812
1997.1514,28.687
1997.1516,29.518
1997.1518,28.696
1997.1520,28.644
1997.1522,29.78
1997.1524,28.697
1997.1526,29.547
1997.1528,28.724
1997.1530,28.621
1997.1532,29.766
1997.1534,28.722
1997.1536,29.504
1997.1538,28.71
1997.1540,28.636
1997.1542,29.799
1997.1544,28.695
1997.1546,29.516
1997.1548,28.669
1997.1550,28.652
1997.1552,29.726
1997.1554,28.64
1997.1556,29.454
1997.1558,28.68
1997.1560,28.683
1997.1562,29.735
1997.1564,28.68
1997.1566,29.532
1997.1568,28.695
1997.1570,28.778
1997.1572,29.711
1997.1574,28.722
1997.1576,29.496
1997.1578,28.726
1997.1580,28.656
1997.1582,29.712
1997.1584,28.684
1997.1586,29.499
1997.1588,28.672
1997.1590,28.654
1997.1592,29.784
1997.1594,28.605
1997.1596,29.479
1997.1598,28.739
1997.1600,28.683
1997.1602,29.692
1997.1604,28.711
1997.1606,29.526
1997.1608,28.744
1997.1610,28.689
1997.1612,29.707
1997.1614,28.71
1997.1616,29.53
1997.1618,28.683
1997.1620,28.776
1997.1622,29.642
1997.1624,28.711
1997.1626,29.572
1997.1628,28.731
1997.1630,28.764
1997.1632,29.643
1997.1634,28.707
1997.1636,29.515
1997.1638,28.7
1997.1640,28.764
1997.1642,29.605
1997.1644,28.613
1997.1646,29.507
1997.1648,28.713
1997.1650,28.734
1997.1652,29.662
1997.1654,28.636
1997.1656,29.503
1997.1658,28.623
1997.1660,28.734
1997.1662,29.537
1997.1664,28.659
1997.1666,29.548
1997.1668,28.718
1997.1670,28.815
1997.1672,29.514
1997.1674,28.74
1997.1676,29.547
1997.1678,28.728
1997.1680,28.824
1997.1682,29.535
1997.1684,28.699
1997.1686,29.56
1997.1688,28.761
1997.1690,28.795
1997.1692,29.456
1997.1694,28.662
1997.1696,29.538
1997.1698,28.666
1997.1700,28.949
1997.1702,29.307
1997.1704,28.69
1997.1706,29.505
1997.1708,28.716
1997.1710,28.863
1997.1712,29.475
1997.1714,28.578
1997.1716,29.509
1997.1718,28.653
1997.1720,29.045
1997.1722,29.386
1997.1724,28.76
1997.1726,29.541
1997.1728,28.62
1997.1730,29.076
1997.1732,29.265
1997.1734,28.627
1997.1736,29.424
1997.1738,28.808
1997.1740,29.097
1997.1742,29.205
1997.1744,28.612
1997.1746,29.548
1997.1748,28.653
1997.1750,28.965
1997.1752,29.359
1997.1754,28.713
1997.1756,29.533
1997.1758,28.719
1997.1760,28.959
1997.1762,29.279
1997.1764,28.679
1997.1766,29.523
1997.1768,28.679
1997.1770,29.005
1997.1772,29.25
1997.1774,28.755
1997.1776,29.508
1997.1778,28.713
1997.1780,29.189
1997.1782,29.227
1997.1784,28.621
1997.1786,29.469
1997.1788,28.647
1997.1790,29.085
1997.1792,29.228
1997.1794,28.642
1997.1796,29.553
1997.1798,28.62
1997.1800,29.07
1997.1802,29.197
1997.1804,28.665
1997.1806,29.57
1997.1808,28.646
1997.1810,29.138
1997.1812,29.168
1997.1814,28.65
1997.1816,29.477
1997.1818,28.727
1997.1820,29.111
1997.1822,29.151
1997.1824,28.704
1997.1826,29.476
1997.1828,28.692
1997.1830,29.136
1997.1832,29.163
1997.1834,28.718
1997.1836,29.525
1997.1838,28.655
1997.1840,29.141
1997.1842,29.155
1997.1844,28.637
1997.1846,29.476
1997.1848,28.679
1997.1850,29.193
1997.1852,29.133
1997.1854,28.636
1997.1856,29.551
1997.1858,28.709
1997.1860,29.191
1997.1862,29.163
1997.1864,28.678
1997.1866,29.558
1997.1868,28.705
1997.1870,29.257
1997.1872,29.229
1997.1874,28.701
1997.1876,29.487
1997.1878,28.694
1997.1880,29.284
1997.1882,29.14
1997.1884,28.701
1997.1886,29.516
1997.1888,28.75
1997.1890,29.263
1997.1892,28.968
1997.1894,28.771
1997.1896,29.547
1997.1898,28.595
1997.1900,29.304
1997.1902,29.079
1997.1904,28.617
1997.1906,29.478
1997.1908,28.629
1997.1910,29.32
1997.1912,29
1997.1914,28.643
1997.1916,29.642
1997.1918,28.674
1997.1920,29.365
1997.1922,29.046
1997.1924,28.715
1997.1926,29.563
1997.1928,28.708
1997.1930,29.397
1997.1932,29.07
1997.1934,28.744
1997.1936,29.485
1997.1938,28.758
1997.1940,29.376
1997.1942,29.012
1997.1944,28.724
1997.1946,29.583
1997.1948,28.71
1997.1950,29.457
1997.1952,29.059
1997.1954,28.704
1997.1956,29.561
1997.1958,28.703
1997.1960,29.399
1997.1962,28.983
1997.1964,28.644
1997.1966,29.5
1997.1968,28.662
1997.1970,29.443
1997.1972,28.909
1997.1974,28.662
1997.1976,29.55
1997.1978,28.634
1997.1980,29.463
1997.1982,29.007
1997.1984,28.735
1997.1986,29.511
1997.1988,28.689
1997.1990,29.485
1997.1992,29.002
1997.1994,28.686
1997.1996,29.557
1997.1998,28.748
1997.2000,29.532
1997.2002,28.965
1997.2004,28.698
1997.2006,29.496
1997.2008,28.701
1997.2010,29.526
1997.2012,28.95
1997.2014,28.684
1997.2016,29.532
1997.2018,28.642
1997.2020,29.564
1997.2022,28.845
1997.2024,28.655
1997.2026,29.504
1997.2028,28.641
1997.2030,29.52
1997.2032,28.891
1997.2034,28.685
1997.2036,29.436
1997.2038,28.597
1997.2040,29.541
1997.2042,28.914
1997.2044,28.63
1997.2046,29.439
1997.2048,28.685
1997.2050,29.601
1997.2052,28.959
1997.2054,28.626
1997.2056,29.522
1997.2058,28.698
1997.2060,29.418
1997.2062,28.987
1997.2064,28.705
1997.2066,29.546
1997.2068,28.681
1997.2070,29.613
1997.2072,28.876
1997.2074,28.659
1997.2076,29.585
1997.2078,28.742
1997.2080,29.59
1997.2082,28.809
1997.2084,28.632
1997.2086,29.455
1997.2088,28.71
1997.2090,29.578
1997.2092,28.83
1997.2094,28.67
1997.2096,29.519
1997.2098,28.731
1997.2100,29.625
1997.2102,28.859
1997.2104,28.722
1997.2106,29.523
1997.2108,28.627
1997.2110,29.608
1997.2112,28.79
1997.2114,28.783
1997.2116,29.523
1997.2118,28.701
1997.2120,29.667
1997.2122,28.886
1997.2124,28.689
1997.2126,29.592
1997.2128,28.71
1997.2130,29.681
1997.2132,28.847
1997.2134,28.694
1997.2136,29.529
1997.2138,28.686
1997.2140,29.664
1997.2142,28.883
1997.2144,28.717
1997.2146,29.543
1997.2148,28.726
1997.2150,29.617
1997.2152,28.758
1997.2154,28.632
1997.2156,29.478
1997.2158,28.683
1997.2160,29.751
1997.2162,28.78
1997.2164,28.608
1997.2166,29.517
1997.2168,28.587
1997.2170,29.674
1997.2172,28.769
1997.2174,28.647
1997.2176,29.527
1997.2178,28.689
1997.2180,29.71
1997.2182,28.812
1997.2184,28.674
1997.2186,29.566
1997.2188,28.706
1997.2190,29.713
1997.2192,28.799
1997.2194,28.764
1997.2196,29.566
1997.2198,28.716
1997.2200,29.697
1997.2202,28.905
1997.2204,28.695
1997.2206,29.56
1997.2208,28.676
1997.2210,29.705
1997.2212,28.86
1997.2214,28.643
1997.2216,29.481
1997.2218,28.674
1997.2220,29.708
1997.2222,28.749
1997.2224,28.665
1997.2226,29.45
1997.2228,28.692
1997.2230,29.664
1997.2232,28.779
1997.2234,28.699
1997.2236,29.519
1997.2238,28.646
1997.2240,29.739
1997.2242,28.734
1997.2244,28.73
1997.2246,29.509
1997.2248,28.659
1997.2250,29.693
1997.2252,28.717
1997.2254,28.633
1997.2256,29.545
1997.2258,28.651
1997.2260,29.754
1997.2262,28.803
1997.2264,28.669
1997.2266,29.436
1997.2268,28.687
1997.2270,29.727
1997.2272,28.779
1997.2274,28.71
1997.2276,29.568
1997.2278,28.717
1997.2280,29.839
1997.2282,28.799
1997.2284,28.731
1997.2286,29.541
1997.2288,28.672
1997.2290,29.823
1997.2292,28.808
1997.2294,28.717
1997.2296,29.549
1997.2298,28.714
1997.2300,29.693
1997.2302,28.811
1997.2304,28.625
1997.2306,29.443
1997.2308,28.733
1997.2310,29.779
1997.2312,28.798
1997.2314,28.72
1997.2316,29.44
1997.2318,28.701
1997.2320,29.734
1997.2322,28.764
1997.2324,28.688
1997.2326,29.624
1997.2328,28.712
1997.2330,29.777
1997.2332,28.805
1997.2334,28.717
1997.2336,29.584
1997.2338,28.659
1997.2340,29.81
1997.2342,28.802
1997.2344,28.64
1997.2346,29.52
1997.2348,28.617
1997.2350,29.784
1997.2352,28.739
1997.2354,28.654
1997.2356,29.538
1997.2358,28.66
1997.2360,29.781
1997.2362,28.669
1997.2364,28.658
1997.2366,29.532
1997.2368,28.734
1997.2370,29.75
1997.2372,28.836
1997.2374,28.618
1997.2376,29.585
1997.2378,28.626
1997.2380,29.779
1997.2382,28.687
1997.2384,28.639
1997.2386,29.553
1997.2388,28.66
1997.2390,29.82
1997.2392,28.754
1997.2394,28.632
1997.2396,29.534
1997.2398,28.695
1997.2400,29.748
1997.2402,28.695
1997.2404,28.656
1997.2406,29.544
1997.2408,28.648
1997.2410,29.746
1997.2412,28.831
1997.2414,28.689
1997.2416,29.586
1997.2418,28.657
1997.2420,29.779
1997.2422,28.788
1997.2424,28.73
1997.2426,29.597
1997.2428,28.708
1997.2430,29.739
1997.2432,28.817
1997.2434,28.717
1997.2436,29.513
1997.2438,28.677
1997.2440,29.785
1997.2442,28.739
1997.2444,28.655
1997.2446,29.509
1997.2448,28.632
1997.2450,29.844
1997.2452,28.712
1997.2454,28.659
1997.2456,29.474
1997.2458,28.665
1997.2460,29.863
1997.2462,28.692
1997.2464,28.66
1997.2466,29.533
1997.2468,28.672
1997.2470,29.792
1997.2472,28.785
1997.2474,28.656
1997.2476,29.572
1997.2478,28.707
1997.2480,29.824
1997.2482,28.756
1997.2484,28.677
1997.2486,29.565
1997.2488,28.675
1997.2490,29.811
1997.2492,28.691
1997.2494,28.728
1997.2496,29.571
1997.2498,28.744
1997.2500,29.817
1997.2502,28.752
1997.2504,28.659
1997.2506,29.52
1997.2508,28.654
1997.2510,28.645
1997.2512,29.481
1997.2514,28.645
1997.2516,29.73
1997.2518,28.663
1997.2520,28.79
1997.2522,29.549
1997.2524,28.638
1997.2526,29.796
1997.2528,28.704
1997.2530,28.659
1997.2532,29.541
1997.2534,28.734
1997.2536,29.796
1997.2538,28.702
1997.2540,28.698
1997.2542,29.569
1997.2544,28.682
1997.2546,29.818
1997.2548,28.772
1997.2550,28.674
1997.2552,29.525
1997.2554,28.684
1997.2556,29.816
1997.2558,28.725
1997.2560,28.612
1997.2562,29.528
1997.2564,28.636
1997.2566,29.832
1997.2568,28.737
1997.2570,28.719
1997.2572,29.517
1997.2574,28.725
1997.2576,29.838
1997.2578,28.752
1997.2580,28.683
1997.2582,29.556
1997.2584,28.654
1997.2586,29.832
1997.2588,28.729
1997.2590,28.677
1997.2592,29.49
1997.2594,28.683
1997.2596,29.812
1997.2598,28.655
1997.2600,28.627
1997.2602,29.58
1997.2604,28.512
1997.2606,29.995
1997.2608,28.761
1997.2610,28.71
1997.2612,29.516
1997.2614,28.594
1997.2616,29.94
1997.2618,28.759
1997.2620,28.699
1997.2622,29.577
1997.2624,28.692
1997.2626,29.87
1997.2628,28.725
1997.2630,28.701
1997.2632,29.526
1997.2634,28.723
1997.2636,29.788
1997.2638,28.769
1997.2640,28.633
1997.2642,29.41
1997.2644,28.821
1997.2646,29.85
1997.2648,28.71
1997.2650,28.741
1997.2652,29.495
1997.2654,28.797
1997.2656,29.796
1997.2658,28.797
1997.2660,28.766
1997.2662,29.586
1997.2664,29.815
1997.2666,28.709
1997.2668,28.644
1997.2670,29.505
1997.2672,28.684
1997.2674,29.824
1997.2676,28.716
1997.2678,28.665
1997.2680,29.571
1997.2682,28.698
1997.2684,29.815
1997.2686,28.764
1997.2688,28.77
1997.2690,29.562
1997.2692,28.676
1997.2694,29.866
1997.2696,28.682
1997.2698,28.699
1997.2700,29.523
1997.2702,28.741
1997.2704,29.897
1997.2706,28.701
1997.2708,28.836
1997.2710,29.565
1997.2712,28.721
1997.2714,29.858
1997.2716,28.788
1997.2718,28.715
1997.2720,29.65
1997.2722,28.628
1997.2724,29.887
1997.2726,28.781
1997.2728,28.663
1997.2730,29.566
1997.2732,28.63
1997.2734,29.814
1997.2736,28.693
1997.2738,28.666
1997.2740,29.541
1997.2742,28.719
1997.2744,29.886
1997.2746,28.706
1997.2748,28.738
1997.2750,29.584
1997.2752,28.774
1997.2754,29.842
1997.2756,28.672
1997.2758,28.749
1997.2760,29.578
1997.2762,28.73
1997.2764,29.885
1997.2766,28.707
1997.2768,28.732
1997.2770,29.626
1997.2772,28.706
1997.2774,29.901
1997.2776,28.716
1997.2778,28.698
1997.2780,29.569
1997.2782,28.695
1997.2784,29.905
1997.2786,28.749
1997.2788,28.638
1997.2790,29.566
1997.2792,28.675
1997.2794,29.856
1997.2796,28.677
1997.2798,28.669
1997.2800,29.521
1997.2802,28.704
1997.2804,29.818
1997.2806,28.683
1997.2808,28.689
1997.2810,29.527
1997.2812,28.714
1997.2814,29.809
1997.2816,28.704
1997.2818,29.591
1997.2820,28.72
1997.2822,29.847
1997.2824,28.741
1997.2826,28.797
1997.2828,29.477
1997.2830,28.632
1997.2832,29.916
1997.2834,28.702
1997.2836,28.756
1997.2838,29.529
1997.2840,28.792
1997.2842,29.824
1997.2844,28.682
1997.2846,28.722
1997.2848,29.51
1997.2850,28.77
1997.2852,29.873
1997.2854,28.777
1997.2856,28.749
1997.2858,29.545
1997.2860,28.737
1997.2862,35.151
1997.2864,29.37
1997.2866,29.37
1997.2868,30.201
1997.2870,29.329
1997.2872,30.132
1997.2874,28.785
1997.2876,28.731
1997.2878,29.539
1997.2880,28.786
1997.2882,29.871
1997.2884,28.739
1997.2886,28.739
1997.2888,29.401
1997.2890,28.804
1997.2892,29.883
1997.2894,28.623
1997.2896,28.723
1997.2898,29.451
1997.2900,28.694
1997.2902,29.845
1997.2904,28.683
1997.2906,28.698
1997.2908,29.554
1997.2910,28.753
1997.2912,29.877
1997.2914,28.747
1997.2916,28.731
1997.2918,29.499
1997.2920,28.701
1997.2922,29.883
1997.2924,28.729
1997.2926,28.719
1997.2928,29.52
1997.2930,28.74
1997.2932,29.857
1997.2934,28.748
1997.2936,28.701
1997.2938,29.47
1997.2940,28.684
1997.2942,29.842
1997.2944,28.722
1997.2946,28.72
1997.2948,29.47
1997.2950,28.767
1997.2952,29.904
1997.2954,28.66
1997.2956,28.748
1997.2958,29.479
1997.2960,28.656
1997.2962,29.89
1997.2964,28.761
1997.2966,28.66
1997.2968,29.494
1997.2970,28.689
1997.2972,28.761
1997.2974,28.74
1997.2976,29.412
1997.2978,28.719
1997.2980,29.861
1997.2982,28.709
1997.2984,28.712
1997.2986,29.449
1997.2988,28.611
1997.2990,29.845
1997.2992,28.683
1997.2994,28.623
1997.2996,29.427
1997.2998,28.623
1997.3000,29.888
1997.3002,28.676
1997.3004,28.686
1997.3006,29.376
1997.3008,28.63
1997.3010,29.856
1997.3012,28.644
1997.3014,28.728
1997.3016,29.334
1997.3018,28.631
1997.3020,29.862
1997.3022,28.701
1997.3024,28.737
1997.3026,29.34
1997.3028,28.672
1997.3030,29.877
1997.3032,28.698
1997.3034,28.768
1997.3036,29.372
1997.3038,28.587
1997.3040,29.855
1997.3042,28.621
1997.3044,28.738
1997.3046,29.265
1997.3048,28.655
1997.3050,29.937
1997.3052,28.673
1997.3054,28.756
1997.3056,29.313
1997.3058,28.608
1997.3060,29.793
1997.3062,28.66
1997.3064,28.808
1997.3066,29.276
1997.3068,28.551
1997.3070,29.943
1997.3072,28.656
1997.3074,28.783
1997.3076,29.217
1997.3078,28.635
1997.3080,29.825
1997.3082,28.694
1997.3084,28.77
1997.3086,29.199
1997.3088,28.697
1997.3090,29.814
1997.3092,28.713
1997.3094,28.848
1997.3096,29.271
1997.3098,28.701
1997.3100,29.818
1997.3102,28.668
1997.3104,28.845
1997.3106,29.239
1997.3108,28.679
1997.3110,29.873
1997.3112,28.729
1997.3114,28.844
1997.3116,29.254
1997.3118,28.716
1997.3120,29.829
1997.3122,28.718
1997.3124,28.806
1997.3126,28.635
1997.3128,29.792
1997.3130,28.672
1997.3132,28.88
1997.3134,29.184
1997.3136,28.657
1997.3138,29.773
1997.3140,28.622
1997.3142,28.848
1997.3144,29.124
1997.3146,28.635
1997.3148,29.847
1997.3150,28.591
1997.3152,28.941
1997.3154,28.991
1997.3156,28.683
1997.3158,29.835
1997.3160,28.722
1997.3162,28.906
1997.3164,29.086
1997.3166,28.645
1997.3168,29.869
1997.3170,28.701
1997.3172,28.899
1997.3174,29.055
1997.3176,28.591
1997.3178,29.857
1997.3180,28.641
1997.3182,28.971
1997.3184,29.041
1997.3186,28.616
1997.3188,29.857
1997.3190,28.61
1997.3192,28.977
1997.3194,29.026
1997.3196,28.641
1997.3198,29.859
1997.3200,28.652
1997.3202,28.997
1997.3204,29.009
1997.3206,28.585
1997.3208,29.841
1997.3210,28.603
1997.3212,28.977
1997.3214,28.984
1997.3216,28.704
1997.3218,29.909
1997.3220,28.597
1997.3222,29.01
1997.3224,28.956
1997.3226,28.668
1997.3228,29.827
1997.3230,28.65
1997.3232,29.026
1997.3234,28.952
1997.3236,28.701
1997.3238,29.881
1997.3240,28.704
1997.3242,29.046
1997.3244,28.973
1997.3246,28.782
1997.3248,29.751
1997.3250,28.719
1997.3252,29.067
1997.3254,28.967
1997.3256,28.699
1997.3258,29.859
1997.3260,28.664
1997.3262,29.081
1997.3264,28.935
1997.3266,28.701
1997.3268,29.863
1997.3270,28.68
1997.3272,29.076
1997.3274,28.922
1997.3276,28.65
1997.3278,29.825
1997.3280,29.1
1997.3282,28.874
1997.3284,28.617
1997.3286,29.824
1997.3288,28.632
1997.3290,29.04
1997.3292,28.917
1997.3294,28.601
1997.3296,29.871
1997.3298,28.662
1997.3300,29.157
1997.3302,28.904
1997.3304,28.671
1997.3306,29.821
1997.3308,28.677
1997.3310,29.193
1997.3312,28.964
1997.3314,28.673
1997.3316,29.794
1997.3318,28.731
1997.3320,29.149
1997.3322,28.848
1997.3324,28.608
1997.3326,29.828
1997.3328,28.611
1997.3330,29.137
1997.3332,28.842
1997.3334,28.668
1997.3336,29.844
1997.3338,28.617
1997.3340,29.266
1997.3342,28.834
1997.3344,28.622
1997.3346,29.823
1997.3348,28.586
1997.3350,29.213
1997.3352,28.783
1997.3354,28.673
1997.3356,29.814
1997.3358,28.629
1997.3360,29.139
1997.3362,28.839
1997.3364,28.644
1997.3366,29.887
1997.3368,28.563
1997.3370,29.22
1997.3372,28.802
1997.3374,28.688
1997.3376,29.856
1997.3378,28.699
1997.3380,29.218
1997.3382,28.853
1997.3384,28.695
1997.3386,29.841
1997.3388,28.696
1997.3390,29.319
1997.3392,28.894
1997.3394,28.632
1997.3396,29.804
1997.3398,28.671
1997.3400,29.226
1997.3402,28.811
1997.3404,28.63
1997.3406,29.808
1997.3408,28.647
1997.3410,29.264
1997.3412,28.776
1997.3414,28.696
1997.3416,29.902
1997.3418,28.568
1997.3420,29.3
1997.3422,28.739
1997.3424,28.688
1997.3426,29.852
1997.3428,28.656
1997.3430,29.237
1997.3432,28.785
1997.3434,29.911
1997.3436,28.588
1997.3438,29.307
1997.3440,28.753
1997.3442,28.596
1997.3444,29.841
1997.3446,28.618
1997.3448,29.331
1997.3450,28.809
1997.3452,28.743
1997.3454,29.859
1997.3456,28.731
1997.3458,29.355
1997.3460,28.865
1997.3462,28.641
1997.3464,29.815
1997.3466,28.718
1997.3468,29.184
1997.3470,28.92
1997.3472,28.683
1997.3474,29.856
1997.3476,28.598
1997.3478,29.349
1997.3480,28.809
1997.3482,28.718
1997.3484,29.853
1997.3486,28.704
1997.3488,29.259
1997.3490,28.813
1997.3492,28.682
1997.3494,29.88
1997.3496,28.686
1997.3498,29.345
1997.3500,28.896
1997.3502,28.679
1997.3504,29.844
1997.3506,28.727
1997.3508,29.424
1997.3510,28.801
1997.3512,28.659
1997.3514,29.87
1997.3516,28.695
1997.3518,29.319
1997.3520,28.738
1997.3522,28.593
1997.3524,29.852
1997.3526,28.746
1997.3528,29.356
1997.3530,28.794
1997.3532,28.58
1997.3534,29.836
1997.3536,28.679
1997.3538,29.403
1997.3540,28.767
1997.3542,28.627
1997.3544,29.834
1997.3546,28.67
1997.3548,29.409
1997.3550,28.833
1997.3552,28.629
1997.3554,29.811
1997.3556,28.746
1997.3558,29.395
1997.3560,28.755
1997.3562,28.751
1997.3564,29.781
1997.3566,28.759
1997.3568,29.349
1997.3570,28.776
1997.3572,28.582
1997.3574,29.828
1997.3576,28.63
1997.3578,29.382
1997.3580,28.687
1997.3582,28.622
1997.3584,29.813
1997.3586,28.629
1997.3588,29.359
1997.3590,28.712
1997.3592,28.671
1997.3594,29.821
1997.3596,28.53
1997.3598,29.349
1997.3600,28.705
1997.3602,28.647
1997.3604,29.818
1997.3606,28.546
1997.3608,29.397
1997.3610,28.663
1997.3612,28.634
1997.3614,29.832
1997.3616,28.671
1997.3618,29.356
1997.3620,28.695
1997.3622,28.632
1997.3624,29.868
1997.3626,28.692
1997.3628,29.379
