timestamp,node_id,fcnt,sf,toa_teorico_ms,rssi,snr,delta_t_ms,observation
2026-05-28T09:01:51.692488046+00:00,1,0,10,616.448,-40,8.25,,primeiro
2026-05-28T09:02:16.302925120+00:00,1,1,10,616.448,-40,12.0,24610.4,normal
2026-05-28T09:02:26.695535751+00:00,1,2,10,616.448,-41,13.75,10392.6,normal
2026-05-28T09:03:04.598646020+00:00,1,3,10,616.448,-39,12.5,37903.1,normal
2026-05-28T09:03:29.997399279+00:00,1,4,10,616.448,-41,14.0,25398.8,normal
2026-05-28T09:03:32.178145908+00:00,1,5,10,616.448,-39,12.75,2180.7,potencial_colisao
2026-05-28T09:04:15.834115526+00:00,1,6,10,616.448,-38,13.5,43656.0,normal
2026-05-28T09:04:51.952299376+00:00,1,7,10,616.448,-35,7.5,36118.2,normal
2026-05-28T09:05:18.432070255+00:00,1,8,10,616.448,-39,10.75,26479.8,normal
2026-05-28T09:05:40.906649365+00:00,1,9,10,616.448,-40,14.75,22474.6,normal
2026-05-28T09:05:52.597847194+00:00,1,10,10,616.448,-39,8.25,11691.2,normal
2026-05-28T09:06:09.751505331+00:00,1,11,10,616.448,-37,9.75,17153.7,normal
2026-05-28T09:06:47.708628094+00:00,1,12,10,616.448,-39,9.0,37957.1,normal
2026-05-28T09:07:05.737025022+00:00,1,13,10,616.448,-39,12.75,18028.4,normal
2026-05-28T09:07:15.474899567+00:00,1,14,10,616.448,-39,12.25,9737.9,normal
2026-05-28T09:07:43.651856470+00:00,1,15,10,616.448,-39,12.75,28177.0,normal
2026-05-28T09:09:09.395563085+00:00,1,16,10,616.448,-37,12.5,85743.7,gap
2026-05-28T09:09:30.639710081+00:00,1,17,10,616.448,-39,8.75,21244.1,normal
2026-05-28T09:09:44.410650160+00:00,1,18,10,616.448,-40,12.75,13770.9,normal
