timestamp,node_id,fcnt,sf,toa_teorico_ms,rssi,snr,delta_t_ms,observation
2026-05-28T09:56:20.144450422+00:00,4,23,10,616.448,-29,7.5,3839.4,normal
2026-05-28T09:56:46.380269320+00:00,1,42,10,616.448,-33,10.25,26235.8,normal
2026-05-28T09:56:56.460828665+00:00,4,24,10,616.448,-31,8.75,10080.6,normal
2026-05-28T09:57:16.506545939+00:00,1,43,10,616.448,-91,-11.25,20045.7,normal
2026-05-28T09:57:32.794378485+00:00,4,25,10,616.448,-29,9.0,16287.8,normal
2026-05-28T09:57:47.977313735+00:00,1,44,10,616.448,-33,11.0,15182.9,normal
2026-05-28T09:58:09.127484376+00:00,4,26,10,616.448,-31,7.75,21150.2,normal
2026-05-28T09:58:18.099429668+00:00,1,45,10,616.448,-28,9.0,8971.9,normal
2026-05-28T09:58:45.450626662+00:00,4,27,10,616.448,-93,-11.25,27351.2,normal
2026-05-28T09:58:48.239855980+00:00,1,46,10,616.448,-29,8.75,2789.2,potencial_colisao
2026-05-28T09:59:18.356729049+00:00,1,47,10,616.448,-91,-10.75,30116.9,normal
2026-05-28T09:59:22.931966999+00:00,4,28,10,616.448,-29,12.25,4575.2,normal
2026-05-28T09:59:49.825703554+00:00,1,48,10,616.448,-31,14.0,26893.7,normal
2026-05-28T09:59:59.269444606+00:00,4,29,10,616.448,-30,14.25,9443.7,normal
2026-05-28T10:00:19.957779610+00:00,1,49,10,616.448,-91,-11.75,20688.3,normal
2026-05-28T10:00:35.590518028+00:00,4,30,10,616.448,-31,14.25,15632.7,normal
2026-05-28T10:00:51.432000866+00:00,1,50,10,616.448,-31,9.25,15841.5,normal
2026-05-28T10:01:11.929800677+00:00,4,31,10,616.448,-29,14.75,20497.8,normal
2026-05-28T10:01:21.556778499+00:00,1,51,10,616.448,-93,-11.0,9627.0,normal
2026-05-28T10:01:48.253769499+00:00,4,32,10,616.448,-31,9.75,26697.0,normal
2026-05-28T10:01:53.038853051+00:00,1,52,10,616.448,-31,10.75,4785.1,normal
2026-05-28T10:02:23.165251524+00:00,1,53,10,616.448,-29,12.75,30126.4,normal
2026-05-28T10:02:53.281820150+00:00,1,54,10,616.448,-33,10.25,30116.6,normal
2026-05-28T10:03:02.061013101+00:00,4,34,10,616.448,-31,13.25,8779.2,normal
2026-05-28T10:03:23.411786639+00:00,1,55,10,616.448,-29,10.0,21350.8,normal
2026-05-28T10:03:38.403873493+00:00,4,35,10,616.448,-29,14.5,14992.1,normal
2026-05-28T10:03:53.537534285+00:00,1,56,10,616.448,-33,10.75,15133.7,normal
2026-05-28T10:04:14.734887640+00:00,4,36,10,616.448,-30,12.25,21197.4,normal
2026-05-28T10:04:23.655739153+00:00,1,57,10,616.448,-91,-11.5,8920.9,normal
2026-05-28T10:04:51.058728478+00:00,4,37,10,616.448,-28,8.75,27403.0,normal
2026-05-28T10:04:55.136339081+00:00,1,58,10,616.448,-31,9.0,4077.6,normal
2026-05-28T10:05:25.259183365+00:00,1,59,10,616.448,-29,11.5,30122.8,normal
2026-05-28T10:05:27.393218647+00:00,4,38,10,616.448,-31,14.0,2134.0,potencial_colisao
2026-05-28T10:05:55.404630865+00:00,1,60,10,616.448,-91,-11.0,28011.4,normal
2026-05-28T10:06:03.746150805+00:00,4,39,10,616.448,-28,8.25,8341.5,normal
2026-05-28T10:06:26.868241117+00:00,1,61,10,616.448,-30,9.75,23122.1,normal
2026-05-28T10:06:40.071418908+00:00,4,40,10,616.448,-31,12.25,13203.2,normal
2026-05-28T10:06:57.041711834+00:00,1,62,10,616.448,-30,12.25,16970.3,normal
2026-05-28T10:07:16.411218556+00:00,4,41,10,616.448,-29,13.75,19369.5,normal
2026-05-28T10:07:27.167707387+00:00,1,63,10,616.448,-91,-11.25,10756.5,normal
2026-05-28T10:07:52.918000128+00:00,4,42,10,616.448,-31,13.5,25750.3,normal
2026-05-28T10:07:58.624508990+00:00,1,64,10,616.448,-91,-11.25,5706.5,normal
2026-05-28T10:08:29.051005451+00:00,4,43,10,616.448,-28,11.75,30426.5,normal
2026-05-28T10:09:01.567343407+00:00,1,66,10,616.448,-29,13.0,32516.3,normal
2026-05-28T10:09:05.388042083+00:00,4,44,10,616.448,-29,12.75,3820.7,normal
2026-05-28T10:09:31.694772429+00:00,1,67,10,616.448,-91,-11.25,26306.7,normal
2026-05-28T10:09:41.730357407+00:00,4,45,10,616.448,-30,14.25,10035.6,normal
2026-05-28T10:10:03.156660235+00:00,1,68,10,616.448,-29,9.75,21426.3,normal
2026-05-28T10:10:18.048624799+00:00,4,46,10,616.448,-91,-11.75,14892.0,normal
2026-05-28T10:10:33.288844871+00:00,1,69,10,616.448,-91,-11.5,15240.2,normal
2026-05-28T10:10:55.526997093+00:00,4,47,10,616.448,-29,13.0,22238.2,normal
2026-05-28T10:11:03.419956532+00:00,1,70,10,616.448,-34,14.0,7893.0,normal
2026-05-28T10:11:31.853435115+00:00,4,48,10,616.448,-30,9.5,28433.5,normal
2026-05-28T10:12:05.011332807+00:00,1,72,10,616.448,-34,12.75,33157.9,normal
2026-05-28T10:12:08.181315242+00:00,4,49,10,616.448,-30,13.0,3170.0,normal
2026-05-28T10:12:35.139564182+00:00,1,73,10,616.448,-31,10.0,26958.2,normal
2026-05-28T10:12:44.521587557+00:00,4,50,10,616.448,-93,-11.5,9382.0,normal
2026-05-28T10:13:05.260997932+00:00,1,74,10,616.448,-33,11.75,20739.4,normal
2026-05-28T10:13:21.990938887+00:00,4,51,10,616.448,-30,13.5,16729.9,normal
2026-05-28T10:13:35.400889669+00:00,1,75,10,616.448,-32,12.75,13410.0,normal
2026-05-28T10:13:58.320518471+00:00,4,52,10,616.448,-91,-11.5,22919.6,normal
2026-05-28T10:14:05.521431626+00:00,1,76,10,616.448,-34,13.0,7200.9,normal
2026-05-28T10:14:35.640778109+00:00,1,77,10,616.448,-34,14.25,30119.3,normal
2026-05-28T10:14:35.796625962+00:00,4,53,10,616.448,-29,12.25,155.8,potencial_colisao
2026-05-28T10:15:05.815580297+00:00,1,78,10,616.448,-35,13.0,30019.0,normal
2026-05-28T10:15:13.270118450+00:00,4,54,10,616.448,-95,-10.75,7454.5,normal
2026-05-28T10:15:50.740346980+00:00,4,55,10,616.448,-95,-11.25,37470.2,normal
2026-05-28T10:16:28.214596034+00:00,4,56,10,616.448,-33,13.0,37474.2,normal
2026-05-28T10:17:04.550765367+00:00,4,57,10,616.448,-95,-11.0,36336.2,normal
2026-05-28T10:17:42.022539710+00:00,4,58,10,616.448,-29,9.25,37471.8,normal
2026-05-28T10:18:18.354843405+00:00,4,59,10,616.448,-29,13.75,36332.3,normal
2026-05-28T10:18:54.677395688+00:00,4,60,10,616.448,-95,-11.5,36322.6,normal
2026-05-28T10:19:32.149628301+00:00,4,61,10,616.448,-28,10.75,37472.2,normal
2026-05-28T10:20:08.498941719+00:00,4,62,10,616.448,-91,-11.25,36349.3,normal
2026-05-28T10:20:45.961112903+00:00,4,63,10,616.448,-29,13.25,37462.2,normal
2026-05-28T10:21:22.314406309+00:00,4,64,10,616.448,-31,14.25,36353.3,normal
2026-05-28T10:22:23.321908837+00:00,1,0,10,616.448,-91,-9.5,61007.5,gap
2026-05-28T10:22:36.107077496+00:00,4,66,10,616.448,-95,-11.0,12785.2,normal
2026-05-28T10:22:54.792811993+00:00,1,1,10,616.448,-24,6.5,18685.7,normal
2026-05-28T10:23:13.595282888+00:00,4,67,10,616.448,-29,10.5,18802.5,normal
2026-05-28T10:23:25.089417288+00:00,1,2,10,616.448,-23,12.5,11494.1,normal
2026-05-28T10:23:49.897320674+00:00,4,68,10,616.448,-35,10.25,24807.9,normal
2026-05-28T10:23:56.365383280+00:00,1,3,10,616.448,-24,9.75,6468.1,normal
2026-05-28T10:24:26.234791243+00:00,4,69,10,616.448,-29,9.0,29869.4,normal
2026-05-28T10:24:26.502530132+00:00,1,4,10,616.448,-27,10.0,267.7,potencial_colisao
2026-05-28T10:24:57.974959381+00:00,1,5,10,616.448,-91,-13.25,31472.4,normal
2026-05-28T10:25:02.563256028+00:00,4,70,10,616.448,-93,-10.0,4588.3,normal
2026-05-28T10:25:29.446834950+00:00,1,6,10,616.448,-30,14.5,26883.6,normal
2026-05-28T10:25:40.037757584+00:00,4,71,10,616.448,-91,-10.0,10590.9,normal
2026-05-28T10:25:59.568576310+00:00,1,7,10,616.448,-26,12.75,19530.8,normal
2026-05-28T10:26:17.513288094+00:00,4,72,10,616.448,-32,12.25,17944.7,normal
2026-05-28T10:26:29.690375708+00:00,1,8,10,616.448,-27,12.5,12177.1,normal
2026-05-28T10:26:53.836875566+00:00,4,73,10,616.448,-30,7.75,24146.5,normal
2026-05-28T10:26:59.815811303+00:00,1,9,10,616.448,-28,12.0,5978.9,normal
2026-05-28T10:27:29.947101469+00:00,1,10,10,616.448,-30,11.5,30131.3,normal
2026-05-28T10:27:30.180891943+00:00,4,74,10,616.448,-31,10.0,233.8,potencial_colisao
2026-05-28T10:28:00.074575633+00:00,1,11,10,616.448,-26,12.0,29893.7,normal
2026-05-28T10:28:07.642815446+00:00,4,75,10,616.448,-91,-11.25,7568.2,normal
2026-05-28T10:28:30.197087655+00:00,1,12,10,616.448,-27,12.25,22554.3,normal
2026-05-28T10:28:45.151709222+00:00,4,76,10,616.448,-30,8.0,14954.6,normal
2026-05-28T10:29:00.325650133+00:00,1,13,10,616.448,-25,9.25,15173.9,normal
2026-05-28T10:29:21.453730729+00:00,4,77,10,616.448,-93,-10.75,21128.1,normal
2026-05-28T10:29:30.456598243+00:00,1,14,10,616.448,-29,12.75,9002.9,normal
2026-05-28T10:29:58.921972174+00:00,4,78,10,616.448,-33,11.75,28465.4,normal
2026-05-28T10:30:32.057311192+00:00,1,16,10,616.448,-26,12.5,33135.3,normal
2026-05-28T10:30:35.263681970+00:00,4,79,10,616.448,-30,7.5,3206.4,normal
2026-05-28T10:31:02.190073883+00:00,1,17,10,616.448,-27,13.25,26926.4,normal
2026-05-28T10:31:11.597345668+00:00,4,80,10,616.448,-93,-10.5,9407.3,normal
2026-05-28T10:31:32.313096438+00:00,1,18,10,616.448,-27,12.5,20715.8,normal
2026-05-28T10:31:49.060634548+00:00,4,81,10,616.448,-29,8.75,16747.5,normal
2026-05-28T10:32:02.435064385+00:00,1,19,10,616.448,-26,8.25,13374.4,normal
2026-05-28T10:32:25.392650039+00:00,4,82,10,616.448,-33,10.5,22957.6,normal
2026-05-28T10:32:32.567557557+00:00,1,20,10,616.448,-27,9.0,7174.9,normal
2026-05-28T10:33:01.720026030+00:00,4,83,10,616.448,-31,12.25,29152.5,normal
2026-05-28T10:33:02.683478964+00:00,1,21,10,616.448,-28,14.0,963.5,potencial_colisao
2026-05-28T10:33:32.809489609+00:00,1,22,10,616.448,-28,12.5,30126.0,normal
2026-05-28T10:33:38.061317840+00:00,4,84,10,616.448,-29,12.5,5251.8,normal
2026-05-28T10:34:02.978918274+00:00,1,23,10,616.448,-27,12.5,24917.6,normal
2026-05-28T10:34:14.413142883+00:00,4,85,10,616.448,-28,9.5,11434.2,normal
