node_id,dev_eui,toa_teorico_ms,transacao_real_avg_ms,transacao_real_min_ms,transacao_real_max_ms,overhead_factor,duty_cycle_rf_%,ocupacao_no_%,periodo_nominal_s,periodo_real_avg_s,desvio_periodo_ms,jitter_std_ms,retries_total,retries_rate_%,link_margin_avg_db,link_margin_min_db
1,9e70e30d570f93f5,616.448,709.6,616,2301,1.15,2.2,2.7,28,26.26,-1740.0,18592.2,0,0.0,90.1,88
