timestamp,node_id,f_cnt,session_id,sf,toa_teorico_ms,rssi,snr,link_margin_db
2026-05-28T09:01:51.692488046+00:00,1,0,1,10,616.448,-40,8.25,89
2026-05-28T09:02:16.302925120+00:00,1,1,1,10,616.448,-40,12.0,89
2026-05-28T09:02:26.695535751+00:00,1,2,1,10,616.448,-41,13.75,88
2026-05-28T09:03:04.598646020+00:00,1,3,1,10,616.448,-39,12.5,90
2026-05-28T09:03:29.997399279+00:00,1,4,1,10,616.448,-41,14.0,88
2026-05-28T09:03:32.178145908+00:00,1,5,1,10,616.448,-39,12.75,90
2026-05-28T09:04:15.834115526+00:00,1,6,1,10,616.448,-38,13.5,91
2026-05-28T09:04:51.952299376+00:00,1,7,1,10,616.448,-35,7.5,94
2026-05-28T09:05:18.432070255+00:00,1,8,1,10,616.448,-39,10.75,90
2026-05-28T09:05:40.906649365+00:00,1,9,1,10,616.448,-40,14.75,89
2026-05-28T09:05:52.597847194+00:00,1,10,1,10,616.448,-39,8.25,90
2026-05-28T09:06:09.751505331+00:00,1,11,1,10,616.448,-37,9.75,92
2026-05-28T09:06:47.708628094+00:00,1,12,1,10,616.448,-39,9.0,90
2026-05-28T09:07:05.737025022+00:00,1,13,1,10,616.448,-39,12.75,90
2026-05-28T09:07:15.474899567+00:00,1,14,1,10,616.448,-39,12.25,90
2026-05-28T09:07:43.651856470+00:00,1,15,1,10,616.448,-39,12.75,90
2026-05-28T09:09:09.395563085+00:00,1,16,1,10,616.448,-37,12.5,92
2026-05-28T09:09:30.639710081+00:00,1,17,1,10,616.448,-39,8.75,90
2026-05-28T09:09:44.410650160+00:00,1,18,1,10,616.448,-40,12.75,89
