timestamp,node_id,session_id,f_cnt,collisions_detected
2026-06-03T06:55:37.395928863+00:00,3,1,5,1
2026-06-03T06:55:55.866410107+00:00,1,1,6,1
2026-06-03T06:55:56.549658375+00:00,4,1,10,1
2026-06-03T06:56:06.086190027+00:00,1,1,8,1
2026-06-03T06:56:21.975969512+00:00,3,1,13,1
2026-06-03T06:56:35.203735760+00:00,1,1,14,2
2026-06-03T06:56:44.776668593+00:00,2,1,14,1
2026-06-03T06:56:46.339747906+00:00,4,1,18,1
2026-06-03T06:56:54.330817693+00:00,3,1,18,1
2026-06-03T06:57:07.232214938+00:00,2,1,18,1
2026-06-03T06:57:11.891934480+00:00,3,1,21,1
2026-06-03T06:57:19.601739361+00:00,1,1,23,1
2026-06-03T06:57:19.606721659+00:00,4,1,23,1
2026-06-03T06:57:39.234316967+00:00,4,1,26,2
2026-06-03T06:57:55.465751252+00:00,3,1,28,2
2026-06-03T06:58:05.693835188+00:00,4,1,30,1
2026-06-03T06:58:08.239356627+00:00,1,1,32,2
2026-06-03T06:58:18.991517645+00:00,3,1,31,2
2026-06-03T06:58:19.002400709+00:00,1,1,34,1
2026-06-03T06:58:41.522030337+00:00,4,1,35,1
2026-06-03T06:59:07.605335793+00:00,2,1,40,1
2026-06-03T06:59:22.591421978+00:00,3,1,42,1
2026-06-03T06:59:31.624715274+00:00,2,1,44,2
2026-06-03T06:59:32.437321433+00:00,4,1,43,1
2026-06-03T06:59:47.688658016+00:00,2,1,47,1
2026-06-03T06:59:58.946111310+00:00,2,1,49,1
2026-06-03T07:00:25.946399253+00:00,3,1,53,1
2026-06-03T07:00:26.188683510+00:00,2,1,54,1
2026-06-03T07:00:43.379731407+00:00,1,1,63,1
2026-06-03T07:00:43.519823328+00:00,3,1,56,1
2026-06-03T07:01:02.624257980+00:00,3,1,59,1
2026-06-03T07:01:03.468475996+00:00,4,1,57,1
2026-06-03T07:01:23.750735233+00:00,1,1,71,1
2026-06-03T07:01:54.440376754+00:00,1,1,77,2
2026-06-03T07:02:12.391291045+00:00,2,1,74,1
2026-06-03T07:02:12.862778048+00:00,3,1,71,1
2026-06-03T07:02:25.531427484+00:00,4,1,70,1
2026-06-03T07:02:32.159561958+00:00,1,1,85,1
2026-06-03T07:02:57.116809228+00:00,2,1,82,1
2026-06-03T07:03:30.796783467+00:00,2,1,88,1
2026-06-03T07:03:33.227974565+00:00,4,1,80,1
2026-06-03T07:03:59.726626452+00:00,3,1,89,1
2026-06-03T07:04:12.494994925+00:00,3,1,91,1
2026-06-03T07:04:25.861236510+00:00,1,1,108,1
2026-06-03T07:04:31.063836889+00:00,3,1,94,1
2026-06-03T07:04:47.979383688+00:00,2,1,103,1
2026-06-03T07:04:54.984364378+00:00,1,1,114,1
2026-06-03T07:05:10.434426802+00:00,2,1,107,1
2026-06-03T07:05:26.496567604+00:00,2,1,110,1
2026-06-03T07:05:27.214728488+00:00,1,1,120,1
2026-06-03T07:05:58.358739633+00:00,3,1,109,1
2026-06-03T07:05:58.361106377+00:00,1,1,126,2
2026-06-03T07:06:20.072095791+00:00,2,1,120,2
2026-06-03T07:06:20.071771666+00:00,1,1,130,2
2026-06-03T07:06:40.351729817+00:00,1,1,134,1
2026-06-03T07:06:50.873267472+00:00,3,1,117,1
2026-06-03T07:07:09.499489849+00:00,1,1,140,1
2026-06-03T07:07:10.034070987+00:00,3,1,120,1
2026-06-03T07:07:10.310999171+00:00,2,1,129,1
2026-06-03T07:07:10.329167638+00:00,4,1,114,1
2026-06-03T07:07:19.695381775+00:00,1,1,142,1
2026-06-03T07:07:55.935940408+00:00,1,1,150,1
2026-06-03T07:07:57.950456419+00:00,3,1,129,1
2026-06-03T07:08:00.163246770+00:00,2,1,139,1
2026-06-03T07:08:10.179632094+00:00,3,1,131,1
2026-06-03T07:08:12.060405126+00:00,1,1,153,1
2026-06-03T07:08:23.956384522+00:00,3,1,133,1
2026-06-03T07:08:42.461922802+00:00,4,1,129,2
2026-06-03T07:08:51.616955503+00:00,2,1,149,1
2026-06-03T07:09:09.428172649+00:00,2,1,152,2
2026-06-03T07:09:09.741512998+00:00,3,1,141,1
2026-06-03T07:09:16.174663759+00:00,1,1,166,1
2026-06-03T07:09:21.967978833+00:00,3,1,143,1
2026-06-03T07:09:30.734971199+00:00,1,1,169,1
2026-06-03T07:09:44.858355251+00:00,2,1,159,1
2026-06-03T07:09:44.868032800+00:00,3,1,147,1
2026-06-03T07:10:07.762844313+00:00,3,1,151,1
2026-06-03T07:10:15.196903770+00:00,2,1,165,1
2026-06-03T07:10:30.597639001+00:00,4,1,147,1
2026-06-03T07:10:32.210015188+00:00,3,1,155,2
2026-06-03T07:10:44.433113102+00:00,3,1,157,1
2026-06-03T07:11:02.007984125+00:00,3,1,160,1
2026-06-03T07:11:26.534616486+00:00,1,1,195,1
2026-06-03T07:11:30.857693508+00:00,2,1,180,1
2026-06-03T07:11:40.901084507+00:00,3,1,167,1
2026-06-03T07:11:42.163899698+00:00,4,1,159,1
2026-06-03T07:11:42.648118962+00:00,1,1,198,1
2026-06-03T07:11:48.440402327+00:00,2,1,183,1
2026-06-03T07:11:55.388764361+00:00,4,1,161,1
2026-06-03T07:12:09.132615474+00:00,3,1,172,1
2026-06-03T07:12:44.239206825+00:00,3,1,178,1
2026-06-03T07:12:51.125167722+00:00,2,1,195,2
2026-06-03T07:13:02.349368031+00:00,2,1,197,1
2026-06-03T07:13:08.515876733+00:00,4,1,173,1
2026-06-03T07:13:18.402956484+00:00,2,1,200,1
2026-06-03T07:13:21.741475393+00:00,4,1,175,1
2026-06-03T07:13:25.455503091+00:00,1,1,221,1
2026-06-03T07:13:30.029647238+00:00,3,1,186,1
2026-06-03T07:13:53.020673270+00:00,1,1,227,1
2026-06-03T07:14:10.493737392+00:00,3,1,193,2
2026-06-03T07:14:17.973562068+00:00,2,1,212,1
2026-06-03T07:14:22.981031881+00:00,3,1,195,1
2026-06-03T07:14:30.961047203+00:00,1,1,235,2
2026-06-03T07:14:33.303752242+00:00,4,1,187,1
2026-06-03T07:14:41.979860389+00:00,2,1,216,2
2026-06-03T07:14:47.173720704+00:00,3,1,199,1
2026-06-03T07:14:58.198591822+00:00,4,1,191,1
2026-06-03T07:15:10.143352911+00:00,1,1,243,1
2026-06-03T07:15:17.379623203+00:00,2,1,223,1
2026-06-03T07:15:42.070191557+00:00,3,1,209,1
2026-06-03T07:15:49.501057946+00:00,2,1,229,1
2026-06-03T07:15:55.076083541+00:00,1,1,253,1
2026-06-03T07:16:07.121230219+00:00,2,1,232,1
2026-06-03T07:16:13.417816143+00:00,3,1,214,2
2026-06-03T07:16:24.183419926+00:00,1,1,259,2
2026-06-03T07:16:30.964117811+00:00,3,1,217,1
2026-06-03T07:16:43.072974310+00:00,1,1,263,1
2026-06-03T07:16:53.302259944+00:00,1,1,265,1
2026-06-03T07:16:53.746307444+00:00,2,1,241,1
2026-06-03T07:17:16.766945697+00:00,3,1,225,1
2026-06-03T07:17:22.414727814+00:00,1,1,271,2
2026-06-03T07:17:59.401013456+00:00,4,1,221,1
2026-06-03T07:18:13.220940222+00:00,3,1,235,1
2026-06-03T07:18:30.262545381+00:00,2,1,260,1
2026-06-03T07:18:30.775735177+00:00,3,1,238,1
2026-06-03T07:18:41.808184458+00:00,4,1,228,1
2026-06-03T07:18:49.891466361+00:00,3,1,241,2
2026-06-03T07:18:56.547180106+00:00,1,1,292,1
2026-06-03T07:19:15.322914494+00:00,2,1,269,1
2026-06-03T07:19:25.014459809+00:00,3,1,247,1
2026-06-03T07:19:33.121641148+00:00,1,1,299,2
2026-06-03T07:19:36.224711405+00:00,2,1,273,1
2026-06-03T07:19:51.022805388+00:00,3,1,251,2
2026-06-03T07:20:06.601274758+00:00,4,1,242,1
2026-06-03T07:20:38.585644968+00:00,1,1,313,2
2026-06-03T07:20:43.698037866+00:00,3,1,260,1
2026-06-03T07:20:50.293481919+00:00,2,1,288,1
2026-06-03T07:21:08.155586671+00:00,3,1,264,2
2026-06-03T07:21:20.381489677+00:00,3,1,266,1
2026-06-03T07:21:25.687970483+00:00,2,1,295,1
2026-06-03T07:21:42.265515483+00:00,1,1,327,2
2026-06-03T07:21:50.159784868+00:00,3,1,271,1
2026-06-03T07:21:56.825235871+00:00,1,1,330,1
2026-06-03T07:22:11.375887230+00:00,1,1,333,1
2026-06-03T07:22:23.718840764+00:00,3,1,277,1
2026-06-03T07:22:31.830355744+00:00,1,1,337,2
2026-06-03T07:22:59.043261481+00:00,2,1,314,1
2026-06-03T07:23:17.946943008+00:00,4,1,274,2
2026-06-03T07:23:26.959336342+00:00,1,1,349,1
2026-06-03T07:23:50.491423799+00:00,2,1,324,1
2026-06-03T07:23:56.076865971+00:00,1,1,355,1
2026-06-03T07:24:06.554252432+00:00,2,1,327,1
2026-06-03T07:24:16.648390409+00:00,3,1,297,1
2026-06-03T07:24:28.982707004+00:00,3,1,299,1
2026-06-03T07:24:42.750415939+00:00,4,1,288,1
2026-06-03T07:24:58.655364132+00:00,1,1,368,1
2026-06-03T07:25:02.436315334+00:00,3,1,305,1
