timestamp,node_id,session_id,f_cnt,collisions_detected
2026-06-03T09:45:59.553485959+00:00,1,1,276,1
2026-06-03T09:46:50.075560461+00:00,3,1,265,2
2026-06-03T09:47:34.965518227+00:00,2,1,274,1
2026-06-03T09:50:24.127640935+00:00,3,1,278,1
2026-06-03T09:51:18.022877622+00:00,2,1,288,1
2026-06-03T09:51:47.215253142+00:00,3,1,283,1
2026-06-03T09:52:55.133101702+00:00,1,1,303,1
2026-06-03T09:53:43.648862831+00:00,2,1,297,2
2026-06-03T09:54:32.716122076+00:00,2,1,300,1
2026-06-03T09:55:23.328864947+00:00,2,1,303,1
2026-06-03T09:57:12.717987619+00:00,4,1,295,1
2026-06-03T09:57:48.037847680+00:00,1,1,322,1
2026-06-03T10:01:27.072235394+00:00,4,1,310,1
2026-06-03T10:01:44.858954221+00:00,2,1,327,1
2026-06-03T10:05:45.479770370+00:00,2,1,342,1
2026-06-03T10:06:19.120101176+00:00,2,1,344,1
2026-06-03T10:06:47.866569620+00:00,1,1,357,1
2026-06-03T10:07:39.206940157+00:00,3,1,341,1
2026-06-03T10:09:55.595880755+00:00,3,1,349,1
2026-06-03T10:14:31.123122827+00:00,2,1,375,1
2026-06-03T10:19:33.527419436+00:00,2,1,394,1
2026-06-03T10:20:23.648798410+00:00,1,1,410,2
2026-06-03T10:21:26.597764361+00:00,1,1,414,1
2026-06-03T10:21:41.760388640+00:00,2,1,402,1
2026-06-03T10:24:02.815475358+00:00,4,1,390,1
2026-06-03T10:26:52.714222296+00:00,4,1,400,1
2026-06-03T10:30:40.132163355+00:00,1,1,450,1
2026-06-03T10:32:02.413012383+00:00,2,1,441,1
2026-06-03T10:32:47.475321315+00:00,1,1,458,3
2026-06-03T10:32:51.470909101+00:00,2,1,444,1
2026-06-03T10:35:03.024638635+00:00,3,1,441,1
2026-06-03T10:36:11.538199836+00:00,3,1,445,2
2026-06-03T10:38:41.376255382+00:00,2,1,466,1
2026-06-03T10:39:31.806403308+00:00,4,1,445,1
2026-06-03T10:39:46.273626359+00:00,2,1,470,1
2026-06-03T10:43:19.305845814+00:00,1,1,499,1
2026-06-03T10:44:52.861938909+00:00,1,1,505,1
2026-06-03T10:46:51.609187847+00:00,3,1,484,1
2026-06-03T10:47:42.196559969+00:00,3,1,487,1
2026-06-03T10:48:34.302611655+00:00,3,1,490,1
2026-06-03T10:50:21.189993072+00:00,2,1,510,1
2026-06-03T10:51:54.069416771+00:00,4,1,489,1
2026-06-03T10:52:29.417828868+00:00,2,1,518,1
2026-06-03T10:55:41.564240500+00:00,1,1,547,1
2026-06-03T10:57:16.688254538+00:00,1,1,553,1
2026-06-03T10:59:30.782496733+00:00,3,1,530,1
2026-06-03T11:00:21.339585349+00:00,3,1,533,1
2026-06-03T11:01:46.740512284+00:00,2,1,553,1
2026-06-03T11:02:35.816678722+00:00,2,1,556,1
2026-06-03T11:03:09.035043556+00:00,2,1,558,1
2026-06-03T11:04:16.449113401+00:00,4,1,533,1
2026-06-03T11:04:29.769795328+00:00,2,1,563,1
2026-06-03T11:09:37.409236829+00:00,1,1,601,2
2026-06-03T11:11:19.334542221+00:00,3,1,573,1
2026-06-03T11:12:09.896596717+00:00,3,1,576,1
2026-06-03T11:13:18.345647707+00:00,3,1,580,1
2026-06-03T11:16:23.485415480+00:00,4,1,576,2
2026-06-03T11:16:36.099361219+00:00,1,1,628,1
2026-06-03T11:20:24.595493785+00:00,3,1,606,1
2026-06-03T11:21:44.407250844+00:00,1,1,648,1
2026-06-03T11:22:20.489537786+00:00,3,1,613,1
2026-06-03T11:23:11.048972450+00:00,3,1,616,1
2026-06-03T11:24:01.609658622+00:00,3,1,619,1
2026-06-03T11:25:08.265780490+00:00,4,1,607,1
2026-06-03T11:27:07.641783420+00:00,4,1,614,1
2026-06-03T11:31:30.150039559+00:00,1,1,686,1
2026-06-03T11:32:17.712512361+00:00,1,1,689,1
2026-06-03T11:33:21.108990394+00:00,4,1,636,1
2026-06-03T11:33:21.652814723+00:00,3,1,653,1
2026-06-03T11:34:13.759522344+00:00,3,1,656,1
2026-06-03T11:35:04.323814763+00:00,3,1,659,1
2026-06-03T11:35:38.621586489+00:00,1,1,702,1
2026-06-03T11:37:32.889976858+00:00,3,1,668,1
2026-06-03T11:42:03.521225047+00:00,1,1,727,1
2026-06-03T11:45:28.725863731+00:00,2,1,718,1
2026-06-03T11:46:00.799186469+00:00,3,1,699,1
2026-06-03T11:46:51.363290244+00:00,3,1,702,1
2026-06-03T11:51:20.194733122+00:00,2,1,740,1
2026-06-03T11:52:36.016084636+00:00,3,1,723,1
2026-06-03T11:54:05.804663038+00:00,1,1,774,1
2026-06-03T11:55:55.069598435+00:00,3,1,735,1
2026-06-03T11:59:44.728961159+00:00,1,1,796,1
2026-06-03T12:00:20.113756631+00:00,2,1,774,1
2026-06-03T12:01:09.179291854+00:00,2,1,777,1
2026-06-03T12:01:42.851631522+00:00,4,1,737,1
2026-06-03T12:04:20.745117818+00:00,2,1,789,1
2026-06-03T12:05:13.572647757+00:00,3,1,769,1
2026-06-03T12:05:42.067776249+00:00,1,1,819,1
2026-06-03T12:06:29.627514227+00:00,1,1,822,1
2026-06-03T12:09:36.446634204+00:00,3,1,785,1
2026-06-03T12:10:24.894068169+00:00,2,1,812,1
2026-06-03T12:10:59.672197161+00:00,3,1,790,1
2026-06-03T12:16:46.472233500+00:00,2,1,836,1
2026-06-03T12:17:51.140475451+00:00,3,1,815,1
2026-06-03T12:18:52.865095628+00:00,4,1,798,1
2026-06-03T12:20:36.042754094+00:00,3,1,825,1
2026-06-03T12:21:26.604367277+00:00,3,1,828,1
2026-06-03T12:23:23.882921880+00:00,2,1,861,1
2026-06-03T12:24:13.928014703+00:00,1,1,891,1
2026-06-03T12:25:16.818776359+00:00,1,1,895,1
2026-06-03T12:25:38.388701627+00:00,4,1,822,1
