timestamp,node_atual,fcnt_atual,node_anterior,fcnt_anterior,overlap_s,sf_atual,sf_anterior,freq_atual_mhz,freq_anterior_mhz,canal_confirmado
2026-06-02T16:14:24.262758394+00:00,3,307,4,300,0.011,7,7,868.5,868.5,True
2026-06-02T17:04:14.480450960+00:00,4,477,3,489,0.084,7,7,867.5,867.5,True
2026-06-02T18:02:36.782364960+00:00,3,702,2,725,0.083,7,7,867.3,867.3,True
