timestamp,node_id,fcnt,sf,toa_teorico_ms,rssi,snr,frequency_mhz,delta_t_ms,observation,potential_collision
2026-06-02T14:49:50.522323844+00:00,4,0,7,97.536,-58,14.0,867.9,,primeiro,False
2026-06-02T14:49:58.301854558+00:00,3,0,7,97.536,-60,14.0,868.3,7779.5,normal,False
2026-06-02T14:50:07.325373321+00:00,4,1,7,97.536,-55,11.2,868.5,9023.5,normal,False
2026-06-02T14:50:24.322531820+00:00,4,2,7,97.536,-61,11.5,868.5,16997.2,normal,False
2026-06-02T14:50:24.329253509+00:00,1,0,7,97.536,-56,13.5,868.3,6.7,normal,False
2026-06-02T14:50:31.967692441+00:00,2,1,7,97.536,-57,14.2,867.7,7638.4,normal,False
2026-06-02T14:50:32.531768167+00:00,3,2,7,97.536,-59,12.5,867.5,564.1,normal,False
2026-06-02T14:50:41.109734185+00:00,4,3,7,97.536,-53,13.2,867.7,8578.0,normal,False
2026-06-02T14:50:41.141074662+00:00,1,1,7,97.536,-57,13.8,868.1,31.3,normal,False
2026-06-02T14:50:47.813143252+00:00,2,2,7,97.536,-55,13.8,867.9,6672.1,normal,False
2026-06-02T14:50:56.676351998+00:00,1,2,7,97.536,-56,14.2,867.1,8863.2,normal,False
2026-06-02T14:50:57.832936107+00:00,4,4,7,97.536,-51,12.0,867.5,1156.6,normal,False
2026-06-02T14:51:03.648342740+00:00,2,3,7,97.536,-56,14.0,868.1,5815.4,normal,False
2026-06-02T14:51:06.910067+00:00,3,4,7,97.536,-60,14.0,868.3,3261.7,normal,False
2026-06-02T14:51:11.826741750+00:00,1,3,7,97.536,-58,9.8,868.5,4916.7,normal,False
2026-06-02T14:51:14.696379278+00:00,4,5,7,97.536,-50,14.0,867.3,2869.6,normal,False
2026-06-02T14:51:19.608932903+00:00,2,4,7,97.536,-55,14.0,867.9,4912.6,normal,False
2026-06-02T14:51:23.085356367+00:00,3,5,7,97.536,-59,14.0,867.7,3476.4,normal,False
2026-06-02T14:51:27.190044193+00:00,1,4,7,97.536,-57,14.2,868.1,4104.7,normal,False
2026-06-02T14:51:31.693247310+00:00,4,6,7,97.536,-55,14.2,868.3,4503.2,normal,False
2026-06-02T14:51:35.381882609+00:00,2,5,7,97.536,-56,14.0,867.1,3688.6,normal,False
2026-06-02T14:51:39.443815977+00:00,3,6,7,97.536,-57,14.0,867.1,4061.9,normal,False
2026-06-02T14:51:42.575250620+00:00,1,5,7,97.536,-59,14.2,868.1,3131.4,normal,False
2026-06-02T14:51:48.339650160+00:00,4,7,7,97.536,-55,10.2,868.5,5764.4,normal,False
2026-06-02T14:51:51.352224256+00:00,2,6,7,97.536,-55,13.8,867.3,3012.6,normal,False
2026-06-02T14:51:55.861666428+00:00,3,7,7,97.536,-58,10.0,868.5,4509.4,normal,False
2026-06-02T14:51:57.818957045+00:00,1,6,7,97.536,-59,13.5,867.1,1957.3,normal,False
2026-06-02T14:52:05.280169099+00:00,4,8,7,97.536,-54,13.5,867.1,7461.2,normal,False
2026-06-02T14:52:06.979708809+00:00,2,7,7,97.536,-55,13.5,867.1,1699.5,normal,False
2026-06-02T14:52:12.242050281+00:00,3,8,7,97.536,-58,13.8,867.7,5262.3,normal,False
2026-06-02T14:52:22.073581380+00:00,4,9,7,97.536,-55,14.5,867.7,9831.5,normal,False
2026-06-02T14:52:22.819898407+00:00,2,8,7,97.536,-55,10.2,867.5,746.3,normal,False
