timestamp,node_id,f_cnt,session_id,sf,toa_teorico_ms,rssi,snr,link_margin_db
2026-05-28T14:07:32.132575546+00:00,1,0,1,10,616.448,-19,9.25,110
2026-05-28T14:07:51.971587627+00:00,4,0,1,10,616.448,-24,12.5,105
2026-05-28T14:08:02.497437929+00:00,1,1,1,10,616.448,-14,13.25,115
2026-05-28T14:08:28.351274054+00:00,4,1,1,10,616.448,-26,13.25,103
2026-05-28T14:08:32.830082790+00:00,1,2,1,10,616.448,-15,13.5,114
2026-05-28T14:09:03.165426235+00:00,1,3,1,10,616.448,-12,9.0,117
2026-05-28T14:09:33.492498537+00:00,1,4,1,10,616.448,-13,10.0,116
2026-05-28T14:09:42.150798164+00:00,4,3,1,10,616.448,-28,12.75,101
2026-05-28T14:10:03.823951183+00:00,1,5,1,10,616.448,-14,12.5,115
2026-05-28T14:10:18.475367842+00:00,4,4,1,10,616.448,-27,12.75,102
2026-05-28T14:10:34.155951406+00:00,1,6,1,10,616.448,-15,13.25,114
2026-05-28T14:10:54.811286132+00:00,4,5,1,10,616.448,-26,12.75,103
2026-05-28T14:11:04.491527179+00:00,1,7,1,10,616.448,-15,13.0,114
2026-05-28T14:11:31.176553356+00:00,4,6,1,10,616.448,-25,9.75,104
2026-05-28T14:11:34.841384421+00:00,1,8,1,10,616.448,-17,12.25,112
2026-05-28T14:12:05.169054132+00:00,1,9,1,10,616.448,-11,8.75,118
2026-05-28T14:12:07.494328668+00:00,4,7,1,10,616.448,-26,13.0,103
2026-05-28T14:12:35.508141769+00:00,1,10,1,10,616.448,-15,13.0,114
2026-05-28T14:12:43.828802451+00:00,4,8,1,10,616.448,-29,9.75,100
2026-05-28T14:13:05.844293092+00:00,1,11,1,10,616.448,-11,13.25,118
2026-05-28T14:13:20.152729128+00:00,4,9,1,10,616.448,-24,10.0,105
2026-05-28T14:13:36.279684475+00:00,1,12,1,10,616.448,-17,10.75,112
2026-05-28T14:13:56.472574491+00:00,4,10,1,10,616.448,-29,12.5,100
2026-05-28T14:14:06.486061304+00:00,1,13,1,10,616.448,-14,12.25,115
2026-05-28T14:14:32.810665259+00:00,4,11,1,10,616.448,-23,7.75,106
2026-05-28T14:14:36.813683870+00:00,1,14,1,10,616.448,-12,10.25,117
2026-05-28T14:15:07.145451672+00:00,1,15,1,10,616.448,-15,12.75,114
2026-05-28T14:15:37.489080329+00:00,1,16,1,10,616.448,-13,9.5,116
2026-05-28T14:15:46.609637165+00:00,4,13,1,10,616.448,-23,10.25,106
2026-05-28T14:16:07.821029933+00:00,1,17,1,10,616.448,-10,10.75,119
2026-05-28T14:16:22.937256035+00:00,4,14,1,10,616.448,-25,9.75,104
2026-05-28T14:16:38.150173582+00:00,1,18,1,10,616.448,-13,8.25,116
2026-05-28T14:16:59.277925288+00:00,4,15,1,10,616.448,-24,6.75,105
2026-05-28T14:17:08.473873736+00:00,1,19,1,10,616.448,-11,10.25,118
2026-05-28T14:17:35.608210885+00:00,4,16,1,10,616.448,-27,7.75,102
2026-05-28T14:17:38.818348981+00:00,1,20,1,10,616.448,-15,10.0,114
2026-05-28T14:18:09.142012543+00:00,1,21,1,10,616.448,-12,8.75,117
2026-05-28T14:18:11.941147907+00:00,4,17,1,10,616.448,-26,12.25,103
2026-05-28T14:18:39.472047993+00:00,1,22,1,10,616.448,-15,10.0,114
2026-05-28T14:18:48.268679885+00:00,4,18,1,10,616.448,-27,10.75,102
2026-05-28T14:19:09.805881408+00:00,1,23,1,10,616.448,-12,13.5,117
2026-05-28T14:19:24.599595939+00:00,4,19,1,10,616.448,-28,12.5,101
2026-05-28T14:19:40.140221278+00:00,1,24,1,10,616.448,-11,12.25,118
2026-05-28T14:20:00.935414298+00:00,4,20,1,10,616.448,-30,12.0,99
2026-05-28T14:20:10.478150311+00:00,1,25,1,10,616.448,-11,9.75,118
2026-05-28T14:20:37.266799545+00:00,4,21,1,10,616.448,-27,13.0,102
2026-05-28T14:21:12.278616252+00:00,1,27,1,10,616.448,-11,10.75,118
2026-05-28T14:21:42.605480465+00:00,1,28,1,10,616.448,-13,9.75,116
2026-05-28T14:21:51.075288234+00:00,4,23,1,10,616.448,-24,7.75,105
2026-05-28T14:22:12.942693754+00:00,1,29,1,10,616.448,-12,9.0,117
2026-05-28T14:22:27.410595410+00:00,4,24,1,10,616.448,-27,10.0,102
2026-05-28T14:22:43.273871664+00:00,1,30,1,10,616.448,-15,12.25,114
2026-05-28T14:23:03.729391029+00:00,4,25,1,10,616.448,-22,10.75,107
2026-05-28T14:23:13.602929383+00:00,1,31,1,10,616.448,-11,10.25,118
2026-05-28T14:23:40.067827988+00:00,4,26,1,10,616.448,-24,9.5,105
2026-05-28T14:23:43.935507433+00:00,1,32,1,10,616.448,-14,12.25,115
2026-05-28T14:24:14.299885472+00:00,1,33,1,10,616.448,-12,12.75,117
2026-05-28T14:24:44.620007111+00:00,1,34,1,10,616.448,-17,12.5,112
2026-05-28T14:24:53.888142008+00:00,4,28,1,10,616.448,-27,7.0,102
2026-05-28T14:25:14.952490070+00:00,1,35,1,10,616.448,-12,11.5,117
2026-05-28T14:25:30.220861847+00:00,4,29,1,10,616.448,-21,10.5,108
2026-05-28T14:25:45.287001935+00:00,1,36,1,10,616.448,-13,9.5,116
2026-05-28T14:26:06.552891731+00:00,4,30,1,10,616.448,-29,9.75,100
2026-05-28T14:26:15.683283449+00:00,1,37,1,10,616.448,-12,12.75,117
2026-05-28T14:26:42.871904823+00:00,4,31,1,10,616.448,-24,8.0,105
2026-05-28T14:26:45.935027462+00:00,1,38,1,10,616.448,-15,12.75,114
2026-05-28T14:27:16.273234693+00:00,1,39,1,10,616.448,-14,12.75,115
2026-05-28T14:27:19.197601054+00:00,4,32,1,10,616.448,-25,10.0,104
2026-05-28T14:27:46.599327735+00:00,1,40,1,10,616.448,-13,11.0,116
2026-05-28T14:27:55.525317713+00:00,4,33,1,10,616.448,-24,10.25,105
2026-05-28T14:28:16.926286794+00:00,1,41,1,10,616.448,-11,8.75,118
2026-05-28T14:28:31.867314022+00:00,4,34,1,10,616.448,-27,13.25,102
2026-05-28T14:28:47.269648870+00:00,1,42,1,10,616.448,-12,8.75,117
2026-05-28T14:29:08.195292339+00:00,4,35,1,10,616.448,-23,10.5,106
2026-05-28T14:29:17.592794898+00:00,1,43,1,10,616.448,-12,9.25,117
